date,AdrActCnt,BlkCnt,PriceBTC,PriceUSD,ROI1yr,ROI30d,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2018-06-20,1506,172746,0.00153993244611828,10.4006203345255,,,46448,1744,49439487.6679,514201340.76728342984808145,28348.35090774,294840.43490130506038717737,120,1248.07444014306,49439523.9831,514201718.46789100220851905,,,
2018-06-21,1169,172604,0.00154596233781414,10.3881859877259,,,22361,1608,31417710.2407,326373017.28887225293462413,19540.27670516,202988.028664829929453195644,10,103.881859877259,31420764.9419,326404750.09307478242662521,,,
2018-06-22,1065,172771,0.00141444838251455,8.55417711935814,,,115952,2581,20556296.6117,175842202.134543399760814238,8352.00789399,71444.5548274678237219635786,100,855.417711935814,21556532.3744,184398396.009795477858167616,,,
2018-06-23,1089,172728,0.00136922419354307,8.44886168762352,,,13605,1926,27471355.7265,232101684.90470284032808728,14308.84264211,120893.4323931568814037784272,142,1199.73835964253984,27558830.9287,232840750.789187540977563024,,,
2018-06-24,1215,172653,0.0013096064146661,8.04695241020492,,,11904,2199,6023199.0912,48468396.444075923749768704,3089.51009645,24861.140716980762353464534,94,756.41352655926248,6793832.7021,54669648.436692599258314332,,,
2018-06-25,1428,172779,0.00133463861872765,8.33350670430304,,,112692,2877,25854830.3615,215461402.15617804128874896,8996.26365322,74970.4234677866289243517888,48.8067,406.730961664907182368,25882250.5303,215689908.316705962331902112,,,
2018-06-26,1339,172762,0.0012493739184187,7.61656580261835,,,66819,2916,10545178.1146,80318043.01018180779636291,4041.81383234,30784.741015950661219907439,62.73745,477.8439162134786022075,11785929.1351,89768304.802485927130889085,,,
2018-06-27,1726,172602,0.00130502884554801,8.01223647417259,,,280735,4228,12393497.3822,99299631.768225352075993898,2945.57364383,23600.6325864561876106086197,50,400.6118237086295,12453885.3661,99783474.575430679206735199,,,
2018-06-28,2230,172629,0.00125727495127897,7.36631236427944,,,144743,5304,52786848.8644,388844417.461179836488267936,10404.50803098,76642.8561528527047608970512,45.5461,335.506799574707802184,55185510.5963,406513709.034598741734230072,,,
2018-06-29,1855,172705,0.00125132938480844,7.78850921624903,,,215778,4414,3373467.5885,26274283.403749640249564155,770.23154728,5998.9555046360304946991384,39.9577,311.210914710113866031,3399802.0497,26479389.597510792739636791,,,
2018-06-30,1723,172348,0.00127097983050847,8.10877124447894,,,115583,4184,19237597.4013,155993276.620524223116578622,4608.1042088,37366.062899879817176962672,27.8769,226.047405105214962486,19280308.0096,156339607.172941466660517824,,,
2018-07-01,2125,172641,0.00127864058357258,8.13610823055377,,,137605,5485,4102400.4881,33377574.376258213381295137,769.37531123,6259.7208020832713889998371,17.6,143.195504857746352,4220023.5821,34334568.599454813142059517,,,
2018-07-02,3598,172661,0.00135127614396223,8.93172402167719,,,136374,8820,9823760.7423,87743119.805210253325378137,1124.01807492,10039.4192405623154534750748,32,285.81516869367008,9913839.4208,88547677.701809639954171552,,,
2018-07-03,6494,172425,0.00135353762201619,8.79665919758271,,,154333,15281,41171546.17,362172060.2950316971587207,2698.1318301,23734.546179539834828417571,45.6693,401.737267892164057803,41230152.4957,362687600.169037130113669347,,,
2018-07-04,4290,172722,0.00135069576426148,8.889008079778,,,121374,9310,9729182.607,86482782.803258586021246,1053.29179432,9362.71927007434732726096,50.6123,449.8931436361480694,9806146.6051,87166916.4042215046616678,,,
2018-07-05,4318,172716,0.00135152401922745,8.83505592847707,,,132905,10326,20215827.8448,178607969.649272068964318736,1965.9673348,17369.431356517004730813036,48.07385,424.7351534472173916195,20300578.6991,179356748.186998780344779637,,,
2018-07-06,4503,172416,0.00130426720940447,8.6083716900612,,,164584,10084,16644398.777,143281171.2300160603351524,1662.80813244,14314.070453300030481305328,39.9,343.47403043344188,16767757.2075,144343086.450862642416099,,,
2018-07-07,3404,170417,0.00130283099176378,8.78452004306826,,,132157,7330,12126790.0879,106528030.585239056471100054,1671.90180443,14686.8549110573252076603918,24.39525,214.300562580660969765,12255040.2265,107654646.49829703878536089,,,
2018-07-08,2577,170154,0.00129585705970901,8.6899046185539,,,148823,4867,10684674.1738,92848799.45064819563326782,2670.0520337,23202.49749942886344806643,38.7363,336.61475227568943657,12995143.248,112926555.3295647291090672,,,
