date,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-05-20,1953,402813439.867105,0,0,3.73330247,9.62378785782926,0.000126143190121355,1.00676638206514,0.8648662028088848,0.2023315830163101,400106168.66331,4503,4522,107172181.141846,107897349.066206,32893.2446072758,33115.8128676507,1007.547017,1014.36446506561,148743252.114101,149749705.787516,0.00430168328225504,0.00686111509186669,0.00529209022589976
2019-05-21,1760,402555619.247611,0,0,2.79716938,9.270465712836097,0.000126020307776585,1.00612200154895,0.6736998221216005,-0.10711507623742224,400106168.66331,3788,3847,143039663.887348,143915352.931228,48108.1945078118,48402.7129491058,1504.961,1514.17437357311,185072224.271552,186205236.71521,0.00430103625305759,0.00685170055556654,0.00527492934585403
2019-05-22,2236,399857672.058667,0,0,4.49538352,9.064849808341311,0.000130332770080722,0.999378923335592,0.0018890243383266618,-0.5779217468036902,400106168.66331,4756,4784,89003789.464428,88948511.2877478,22952.0613498075,22937.8063601031,1500,1499.06838500339,109802661.497479,109734465.626733,0.00430482444356976,0.00696440930553519,0.00535105230158484
2019-05-23,1964,401903034.385332,0,0,3.4950533,8.954229006856636,0.000127191468629533,1.00449097230374,0.4060635022454261,0.021439568162297067,400106168.66331,3991,4013,114477844.66256,114991961.492331,39121.1307082756,39296.8226227775,1500,1506.73645845561,156993097.53231,157698149.185206,0.00431947558858944,0.00703249523107065,0.00538513173032549
2019-05-24,2333,501664463.658469,100000000,100311592.836242,1.08524313,10.043794682007562,0.000125592002377851,1.00311592836242,0.25102608065653925,-0.15677377066213258,500106168.66331,4959,4981,460824082.746507,462259977.576023,103406.023329278,103728.229090214,1709.421581,1714.74801618757,515065402.203132,516670309.098358,0.00432105788171501,0.00539925704853552,0.00538840033105159
2019-05-25,2472,502702093.770424,0,0,7.03047304,9.894203154381325,0.00012468886764049,1.00519074802467,0.5724198595445212,2.4320332213005695,500106168.66331,4484,4513,71134071.064367,71503310.1032311,21347.6441250751,21458.4543666487,1165.379,1171.42818874224,96341917.936464,96842004.5566856,0.00426927855999132,0.00491280965391697,0.00537784593056604
2019-05-26,2595,505039455.32214,0,0,6.4669178,9.735693849058384,0.000115657285963693,1.00986447872062,1.1649922600483305,4.038188758761971,500106168.66331,4622,4646,77333002.230075,78095851.9849752,20082.6501045951,20280.7549792056,1408.9215,1422.81977615577,93303992.385949,94224387.6333891,0.00409872533801469,0.00484120584457671,0.00540708746980034
2019-05-27,2725,501334229.212311,0,0,3.53958562,9.458842768322263,0.000113698519975796,1.00245559968253,0.34573871614546203,2.5760883774512395,500106168.66331,5938,5959,141289467.950061,141636418.322704,30116.0123412596,30189.9652116039,1496.000554,1499.67413248547,179461317.541566,179902002.695947,0.00413410560574348,0.00484514119750473,0.00549499277375748
2019-05-28,2834,500288070.590084,0,0,3.36681712,9.178112174406706,0.000114732112372471,1.00036372662081,0.01564063515739411,3.1120648696523068,500106168.66331,5806,5847,148539748.732289,148593776.593151,29544.1548503627,29554.9008459712,1328.977152,1329.46053636863,172744673.410071,172807505.246393,0.00412019805989703,0.00424822064045811,0.00550135023405444
2019-05-29,3775,651528449.709004,150000000,150328165.101544,2.14059185,11.243485220169228,0.00011578638994588,1.00218776734363,0.2767591236722087,1.9113031388336719,650106168.66331,7913,7914,303703934.647416,304368368.19777,42448.2149109699,42541.0817293475,1146,1148.5071813758,335935172.805416,336670120.806056,0.004095855075901,0.00407784724349513,0.00550610030049639
2019-05-30,3651,650758282.025453,0,0,4.90198898,10.969857241438376,0.000121016542093143,1.00100308748567,0.28728483100597674,1.0867683684784788,650106168.66331,8255,8307,132620895.585254,132753925.945954,20361.5470772001,20381.9714902621,1148,1149.15154443355,169143371.570301,169313037.169607,0.00408740023328937,0.00403611951151539,0.00550824932280696
2019-05-31,3233,649969266.481091,0,0,3.80738078,10.63879573305206,0.000116849398481149,0.999789415654214,0.15344070899173126,1.2713538356940823,650106168.66331,7470,7506,170748923.358813,170712966.308494,29340.5410133681,29334.3623547338,1407.450704,1407.15431691427,220230100.846341,220183723.834632,0.00408848534162731,0.00384303806452496,0.00534117562084361
2019-06-01,3752,650946642.325375,0,0,7.33401797,10.472357334122693,0.000117044462447391,1.00129282523775,0.28117914810221645,2.054486368169151,650106168.66331,7665,7698,88642565.523674,88757164.8695219,15457.75464728,15477.73882260695093339082,699,699.903684841187,118993795.274776,119147633.456443,0.00408446589838147,0.00384630152562609,0.00532530740196164
2019-06-02,4796,650795944.519706,0,0,10.84650346,10.366592191972053,0.000114480846665258,1.00106102032198,0.158067895115817,1.9648375994682457,650106168.66331,8703,8724,59936934.58866,60000528.8942958,8544.81134285,8553.877561332249063170843,550,550.583561177089,74544934.155036,74624027.8450752,0.00404716535144178,0.00354994466867077,0.00531928974332959
2019-06-03,4212,648745117.927588,0,0,4.9000791,10.145832267290272,0.000122091952285656,0.997906417749395,-0.21118861592843083,0.7931699143167038,650106168.66331,9035,9059,132672586.579219,132394825.606815,18250.59515822,18212.3860361337730563342769,995.428558,993.344546439226,165332141.538343,164986005.101364,0.00405447356406113,0.00360786095316508,0.00531940171753686
2019-06-04,4928,649166055.4674075297501007361,0,0,3.26558086,9.81363257104218,0.000130531441940437,0.998553908205739,-0.10718413613502203,0.9013800635025369,650106168.66331,10241,10203,199078263.962329,198790378.5183973506810776061,24523.17467301,24487.71191134613105713040439,997.607242,996.164610353448452361838,250209951.188705,249848124.631448568356752978,0.00392073025628263,0.00360743006524019,0.00527175347780102
2019-06-05,5129,651473144.4786642351476834548,0,0,4.57593744,9.589572282038663,0.000128498657559139,1.00210269626908,0.41092522392401604,1.2756836413536132,650106168.66331,9286,9284,142070598.114694,142369329.4312957311557258615,21924.63328453,21970.7341291383284170813324,696.3500685,697.81428119100855243198,203548295.413571,203976295.6549147094172996847,0.00392734209320259,0.00358554069719353,0.00527054076057201
2019-06-06,4294,652290552.7241551520585001015,0,0,1.37107393,8.901274904062102,0.000129021090507609,1.00336004204565,0.45187805603681874,1.7402599455462515,650106168.66331,8781,8694,474158360.308794,475751552.3357280099574444461,58954.0911001,59152.179324959416462919565,698.9999995,701.348668888229328977175,512546868.024266,514269047.0511937553044797429,0.00392767211887294,0.00340705183602008,0.00524660364570241
