date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-04-15,45409,151,17423742,115389.01986755,1.09084758,5559910083.449306700298924534,5096871625.474110407667696336,362304780756.901,0.0000391220582155971,0.01226782578349600487563081955,0.00000374,0.0011727825815663003904,1.6088164,504.489799694706351711744,1887.5,3.88559884674038,591878.909814543312,1887.5,591878.909814543312,21.71302748,35.332778108525154,0.06218215134008753,313.57823036532096,-59.72885891173332,101.80397832170208,17730535.93985772,41123,79974,816585.15633135,256063328.2649736997432188601,45.0275695195458,14119.66556759063729128121042,0.007121245,2.2330674050978900597952,3601034.84475616,1129206134.102494940876571337,0.0776013473633344,0.08512037856144623,0.07009897331788795
2019-04-16,64324,136,15776905,116006.654411765,1.10581212,5632832672.843989953631988024,5093842393.228160937699824793,371639342603.339,0.0000205656547453166,0.006532898185020308849591763397,0.00000374,0.001188050636585741159,0.66416782,210.979946885231002314787,1700,3.49927669643323,540023.016629882345,1700,540023.016629882345,26.48577329,35.35000486456611,0.061018605129120336,317.66059801757785,-58.48493024165958,106.19266286154927,17732235.93985772,32295,85277,669500.4049077,212673898.9959904944970068144,38.5115580381439,12233.60455698544847451298775,0.00044959,0.1428170282627228255815,3284150.1348188,1043245095.806048928089724644,0.07760331375446998,0.08510800743468772,0.07008720576441581
2019-04-17,44109,140,17605886,125756.328571429,1.0852816,5486563428.871633530123848516,5055428406.466578293931402692,368866663151.244,0.0000168175485017288,0.005203034832991440604410185725,0.00000274,0.000847704731812192206,0.70041725999988,216.6959947243900638511160938,1750,3.60184113242352,541417.255719465825,1750,541417.255719465825,27.85415238,35.27134235687677,0.059196410085607234,309.3812889825519,-59.14728289436747,93.40463527359994,17733985.93985772,41648,66514,636672.97061598,196974704.3095222827396153194,51.2436577919125,15853.82889984267855969343151,0.01823039,5.640141556854624332241,3408420.65437127,1054501575.444136532747494644,0.07761606949385258,0.08550743095676393,0.07030532973685347
2019-04-18,54528,144,23724059,164750.409722222,1.07143915,5428048696.785748146894148179,5066128752.602016827698889292,351038966745.445,0.000231756286299966,0.07092916051695011518581485587,0.00000274,0.000838578762713250412,10.8536104,3321.75444532980543411952,1800,3.70437488492416,550891.15798680684,1800,550891.15798680684,20.50450403,34.928741629517816,0.057980583058921245,306.0506433260038,-65.79333077676331,91.38397859428,17735785.93985772,46832,74519,864970.2480751,264724700.8812374550487252854,40.9074814604583,12519.76101781983619422585554,0.01,3.060506433260038,3048384.61095189,932960071.2869157435971077572,0.07761864235428438,0.08548115123134897,0.06801274137203596
2019-04-19,33862,147,10848730,73800.8843537415,1.07467079,5433060253.662936212637015605,5055557773.121702533716200101,344182342490.75,0.0000184594488513058,0.005654156443145122919350319874,0.00000374,0.0011455675230448106064,0.49334723,151.1129850994969193962728,1837.5,3.78115761829128,562828.963528031949,1837.5,562828.963528031949,30.53477635,34.77808525431013,0.057902514420801826,306.30147674994936,-68.2574618488436,93.97846433895496,17737623.43985772,26726,46729,580899.07839508,177930245.5550976072050600731,91.4984877125556,28026.12190674287631306453618,0.01469715,4.501758749015518236324,4275632.83232001,1309632650.580187673528138815,0.07761865862598595,0.08485322750508907,0.06793594656575135
2019-04-20,39209,136,15717117,115567.036764706,1.05305898,5320675355.988022797710408402,5052590094.720287942467769596,351364413921.209,0.0000161503200408998,0.004844074810647020777203674232,0.00000274,0.0008218267469350630418,0.63180052,189.5002065925114000153364,1700,3.4978786090896,509892.507222484369,1700,509892.507222484369,37.81284782,34.67302413189697,0.056443033142836156,299.93676895440257,-73.4246912137998,96.86504223399191,17739323.43985772,39120,63898,469134.81690277,140710781.1858320789758431281,47.0302290559592,14106.0949462298650665617343,0.01704696,5.1130101028949424346872,3005137.57621768,901351254.8741956296039646714,0.0776273892116626,0.08526322071659358,0.06804227863487135
2019-04-21,32826,155,13937125,89916.935483871,1.01832914,5142936648.825629526571240192,5050367762.723331876263827248,357832240976.5,0.0000154452048099302,0.004477342965355480160932624815,0.00000274,0.0007942866330387921122,0.59726607,173.1388524702961760586471,1937.5,3.98611746029407,561653.412960824714375,1937.5,561653.412960824714375,39.98811254,34.61238126538315,0.0547394642370171,289.88563249590953,-74.81158221646213,85.40148740193372,17741260.93985772,38670,58975,443663.37425823,128611637.8621164301579729379,75.3877453713862,21853.82424942486467796220589,0.01935256,5.6100290960150389338968,4445992.2832775,1288829285.109831062463771885,0.07766408783091631,0.08566106657619736,0.06803785258193601
2019-04-22,34614,138,15065084,109167.275362319,1.03061931,5199316570.971110799112887989,5044846826.269006689983597515,348412500729.341,0.0000127110793037696,0.003724791615291511326845286582,0.00000274,0.000802916005950184644,0.51995941,152.366325815114779885146,1725,3.54858535160993,505485.441702214785,1725,505485.441702214785,42.22374489,34.598824883120855,0.05442903525583881,293.0350386679506,-75.68087138168023,77.48313055257667,17742985.93985772,40906,61729,420213.46012971,123137267.5379028876006958723,53.3145020907251,15623.01718171816278625488498,0.01,2.930350386679506,3291050.89955837,964393227.6102805591586129765,0.07767027274741152,0.08549706337717215,0.06802690403851702
2019-04-23,65750,128,17313686,135263.171875,1.02419119,5154687166.216346731390846752,5032934500.816134580881491145,349789115494.887,0.0000181305623853666,0.005266810821108593812532479318,0.00000274,0.00079595223485648931,0.73149567,212.494749388447080900105,1600,3.29114470170997,464789.6261935704,1600,464789.6261935704,27.75247104,34.475783557496975,0.05238966796227599,290.4935163709815,-79.65544733960452,77.65310310490169,17744585.93985772,40346,92264,639387.60319149,185737953.1751097234922237474,32.0844761852383,9320.332307970888166776782391,0.00030801,0.089474907977426011815,2960242.11075483,859931140.0626270392932729656,0.07767138745510067,0.08522215046260433,0.06794186140937955
2019-04-24,45317,156,21724462,139259.371794872,0.97853378,4922629719.686414704220170481,5030618056.001315909012974472,311505746763.684,0.0000177137505937752,0.004913535543812150453785882109,0.00000274,0.000760035957307447022,0.85768209,237.908477495840122041327,1950,4.01064186504956,540901.502463329085,1950,540901.502463329085,25.47464314,34.2069782010078,0.051065545911407495,277.3853858786303,-80.37799475234681,74.12023654743962,17746535.93985772,48419,73596,696635.31062132,193236454.453374329370003578,36.5838085886172,10147.81386226353135498130702,0.01375,3.814049055831166625,2692421.97688787,746838509.0071464510595322845,0.07774065253530472,0.08599914406826352,0.06452763138700926
