date,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2018-10-06,229,118320965.5333808451580142,20000,20005.2319736042,37.15267687,38.93451813870472,0.000152593645952856,1.00026159868021,,-0.29841414593015997,118290021.02,330,342,3183889.58710896,3184722.488422882065765465682,10178.7967118433,10181.45947162924409495633109,356,356.09312913015476,3481148.475450408486479556,3482059.139297201366924924435,,0.00761716856587484,0.00618753611534447
2018-10-07,161,118646806.4566107415070285,0,0,100.57358316,39.70334805410989,0.000152568210185176,1.00314168900965,,0.323730677208652,118275222.49,227,231,1176006.84761873,1179701.495407166906314490744,6327.90809001571,6347.788409316187679002841602,798.332105,800.84021620032924981325,1461746.76879362951733429,1466339.122552039862777832973,,0.00762323506315619,0.00598105638168215
2018-10-08,257,117224008.7985318316411773,0,0,28.17776804,39.92323157549159,0.000151712607772844,1.00477794323477,,0.2486461817238273,116666582.49,359,365,4140376.99207201,4160159.478310677822104175788,16792.8469591059,16873.08222862668800175299214,509.05581,511.4880497635098625137,6129389.140073642798673625,6158675.013448730368183137176,,0.00734804029103648,0.00597293958977006
2018-10-09,247,118722736.3735311206902836,2000000,2004315.52484328,37.12830249,40.253444282513335,0.00015157300929838,1.00215776242164,,1.0517177567047042,118467112.49,342,350,3190749.4969359,3197634.376297255019343852876,12141.080642459,12167.27821002739885884441276,551.716000005,552.9064720572283230521082,4249378.224860635025139075,4258547.373509574593422427293,,0.00724706494363229,0.00597817412193368
2018-10-10,246,118121695.34384995119116371,180000,179202.88758552822,54.1320131,40.20936159003369,0.000151852909198034,0.995571597697379,,-0.3449167954065017,118647112.49,433,441,2191810.45915005,2182104.240665841127321452719,8495.73270862354,8458.110186334218970200555702,2334,2323.664109025682586,3746618.124502979976838372,3730026.592173389407847764696,,0.00734208894741288,0.00603244016149286
2018-10-11,386,126212475.8969564161228886,5010000,5117669.8087285614,1.00678652,28.753081363241968,0.000164652233248367,1.02149097978614,,2.0459040578405925,123557112.49,752,786,122724241.526489,125361705.7204041382763650625,161268.84382143,164734.6692841305207617489802,879.436467266029,898.3364186072376010289070381,126757311.243644376837648801,129481450.0573269946848133882,,0.00877759474020183,0.00689352100085158
2018-10-12,293,133380671.5819463020288335,9185000,9229184.66114111775,14.23039224,30.186997700121317,0.000161531696989551,1.00481052380415,,0.317788664162294,132742112.49,425,428,9328071.23215611,9372944.140865203788083865856,29701.5065214615,29844.38632560210700859776522,914.23055938,918.628487248378860065427,12712244.791185524657203926,12773397.34735770446966631225,,0.00933415586959725,0.00719371544797515
2018-10-13,204,137851774.3732360311412228,2600000,2648212.051492072,6.32372204,29.359033679820314,0.000163725877038592,1.01854309672772,,1.81178460033038,135342112.49,296,303,21402286.7512189,21799151.42464115229431141791,115208.313533939,117344.6324356363240600620891,999.99,1018.5329112967527228,34908119.000783630804391848,35555423.62799792210487650707,,0.00872891594347457,0.00736603652544658
2018-10-14,192,138015072.0452070938276061,0,0,15.46532287,28.888181396112223,0.000163138563119103,1.01974965150189,,4.090248711872972,135342112.49,299,304,8751327.96473735,8924163.642219656961386878592,46651.2829204314,47572.62950022599330437671535,1019.70373674229,1039.842530178125212874377928,14181990.007811149434754583,14462079.36806870587502017107,,0.00782443960341342,0.00732309585847556
2018-10-15,506,159166902.0991251756932961,17100000,17854344.717727419,3.86845116,29.857480249798094,0.000157342049441429,1.04411372618289,,4.313626908768172,152442112.49,985,1006,39406497.8461222,41144865.30193267928439448916,58996.4957074745,61599.0509648640753449270113,1283.600533365,1340.22493582207516953712485,59350474.681719303244038177,61968645.27065321411079623164,,0.00885840576149204,0.00791074966019777
2018-10-16,318,160798451.8755944714226642,6400000,6486991.857654912,17.43273003,30.785147874826848,0.000155445448122737,1.01359247775858,,1.6399458626934187,158642112.49,479,484,9100244.89776685,9223939.774137377034535427073,26016.2279104554,26369.85290969041325233905733,998.78,1012.3558949357145324,12591854.308660401707376979,12763008.80829014795985886884,,0.010537234368663,0.00878486040414118
2018-10-17,290,161254906.2162815636881923,0,0,28.3058491,30.53887542440561,0.000157673592114913,1.01751226820727,,1.408924340463496,158479569.49,413,415,5598827.60992039,5696875.780671584327052719235,16571.4711564624,16861.67520394340830732316165,626.80841957,637.7852567280848658842739,6877160.529931888173497997,6997595.209636506483977306883,,0.0105574013365112,0.00873119839607684
2018-10-18,257,161667893.4040622188194118,153000,156340.86012137646,6.51197144,29.133844557835793,0.000156969181475798,1.02183568706782,,1.7897888558729542,158213199.49,357,367,24295745.3022377,24826259.59373682026319766081,77205.8894900336,78891.73313273066673429727875,196.91774139,201.2175755690939461510698,28334561.442842335769753504,28953266.05971215936102431279,,0.0105465294394258,0.00869826211306094
