date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-04-18,18,165864,4393534538.30302,0.000625,0.0137297954321969375,0.000625,0.0137297954321969,0.00625,0.137297954321969,0,0,1879610.92053945,,0.00416172453440933,21.9676726915151,,,200000000,10,10,106.405,2337.47021274066,10.639875,233.733291478634,1,21.9676726915151,106.39875,2337.33291478634,,,
2019-04-19,29,218479,4865168460.76078,0.000625,0.0152036514398774375,0.000625,0.0152036514398774,0.0175,0.425702240316568,0,0,20133748.49122722,,0.00459850030675502,24.3258423038039,,,200000000,28,28,9.93357,241.642457333797,0.354145357142857,8.61488411048145,0.1,2.43258423038039,9.91607,241.216755093481,,,
2019-04-20,9,219207,4986854146.27792,0.000625,0.0155839192071185,0.000625,0.0155839192071185,0.004375,0.10908743444983,0,0,95234.25979166,,0.00469220854178843,24.9342707313896,,,200000000,7,7,2100.084575,52364.0773518653,300.011457142857,7480.56689491869,0.01,0.249342707313896,2100.0802,52363.9682644308,,,
2019-04-21,12,219685,4839555146.92434,0.000625,0.0151236098341385625,0.000625,0.0151236098341386,0.0075,0.181483318009663,0,0,3072197092.50339363,,0.00456929606354111,24.1977757346217,,,200000000,12,12,0.06509999,1.57527495834612,0.00479999916666667,0.116149303361371,0.00375,0.0907416590048314,0.05759999,1.39379164033645,,,
2019-04-22,36,219413,4776442486.72908,0.000625,0.014926382771028375,0.000625,0.0149263827710284,0.036875,0.880656583490674,0,0,399.99278402,,0.00443593977173246,23.8822124336454,,,200000000,59,59,500009.02013182,11941321.637527,8474.7451929122,202395.665018144,0.0091,0.217328133146173,500009.96638182,11941344.2360705,,,
2019-04-23,289,221448,4559480128.34512,3.11139226100154,70.93165592761657352256985742,0.000625,0.0142483754010785,2050.4075,46743.961256299,0,0,538.82038492,,0.00411144546337383,22.7974006417256,,,200000000,692,635,371181.20545516,8461966.65143995,581.315656249386,13252.4859148249,1,22.7974006417256,369135.44171836,8415328.5559138,,,
2019-04-24,390,219518,4612294509.7463,0.000624999999999989,0.01441342034295693382380196395,0.000625,0.0144134203429572,0.658125,15.1773316211339,0,0,1016.9629082,,0.00424552534190532,23.0614725487315,,,200000000,1053,1034,196664.00651149,4535361.58748828,198.508810961896,4577.90549467909,8.914062,205.571396110691,205258.1105346,4733554.28149817,,,
2019-04-25,487,221595,4384902823.78848,0.461836107814429,10.12553226641485308261293989,0.0001,0.00219245141189424,4411.92033795,96729.2097410339,0,0,40.02877756,,0.0042757237841102,21.9245141189424,,,200000000,17740,1601,4996405.39121284,109543760.543606,3127.04064865043,68558.8468518432,14.99,328.648466642947,5006392.07848934,109762713.809801,,,
2019-04-26,460,219697,4476001556.75554,0.00185800359823399,0.04158213499076367065349074402,0.0001,0.00223800077837777,11.78345882,263.713900111424,0,0,179.57357833,,0.00434549364114553,22.3800077837777,,,200000000,10883,1982,1113749.59422517,24925724.5879386,674.572410778431,15096.935803943,32.819982195,734.511456987546,1337002.51816285,29922126.763415,,,
2019-04-27,715,219569,4382876227.44826,0.000416041635044654,0.00911729495932959461682787301,0.000625,0.0136964882107758,1.49109322,32.6763851342364,0,0,762.3706573,,0.00422909959936796,21.9143811372413,,,200000000,5034,2124,262339.58257053,5749009.59983538,144.161354093974,3159.20685887614,11.25614917,246.671543049022,306198.7160956,6710155.36825292,,,
2019-04-28,550,219380,4211419865.78223,0.00106717070504089,0.02386200611889008884598401473,0.000625,0.0139750405008868,3.13321319,70.0588499650601,0,0,789.47299637,,0.00434288203974284,22.3600648014188,,,188345602,4464,1480,238571.30372604,5334469.81107322,171.187734397777,3827.76883434236,11.69572,261.51705709925,253357.84690871,5665097.8748267,,,
2019-04-29,491,218889,4023384418.04889,0.63302114798162,13.52241515618012867145216623,0.0001,0.00213617115309594,2000.97984877,42744.3543086875,0,0,859.04290066,,0.00414887148158971,21.3617115309594,,,188345602,5246,1210,219250.51921666,4683566.34451936,184.286333469207,3936.67149466738,9.778774045,208.891350275723,222986.46349774,4763372.50854753,,,
2019-04-30,472,215271,4106539487.38657,1.08392506109796,23.6330501880615911177421703,0.0001,0.00218032141116126,3011.14381973,65652.6134224322,0,0,416.27593963,,0.00413988887616886,21.8032141116126,,,188345602,4382,1193,452453.73097828,9864945.57211741,391.340700254417,8532.48507823547,10.84721905,236.504239462713,466869.45540352,10179254.6983349,,,
2019-05-01,467,219291,4070088523.926,0.000633563093922663,0.01369109684736722572225749062,0.0001,0.00216096817802308,1.60544888,34.6932394112279,0,0,1983.87239732,,0.00406565737580363,21.6096817802308,,,188345602,3912,1158,94938.36511583,2051587.85888845,91.3547602970207,1974.14729912788,9.165,198.052733515815,105788.81242395,2286062.57239009,,,
2019-05-02,544,219969,4355303634.20154,0.278084148197212,6.430417744806995837090758799,0.0001,0.00231239996472099,1001.10293351,23149.503881306,0,0,292.26196084,,0.00428767753068381,23.1239996472099,,,188345602,6023,1239,644441.04001529,14902054.3819611,529.763343216094,12250.2473616337,6.75226859,156.139456493026,656376.78224474,15178056.4810641,,,
2019-05-03,621,219872,4392674265.92775,0.853973323508221,19.91672012582146095063820347,0.0001,0.00233224148548356,3011.10993869,70226.3551636468,0,0,974.68870614,,0.00412171101420168,23.3224148548356,,,188345602,5758,1304,193236.67219393,4506745.83407471,160.167789390345,3735.49963054356,6.60037574,153.936701206073,208858.79736501,4871091.51822881,,,
2019-05-04,506,219736,4264730098.38915,0.000318636507503401,0.007214921344408957836432259316,0.0001,0.0022643109544916,0.93424224,21.1541493818077,0,0,1245.51710506,,0.00392108002337814,22.643109544916,,,188345602,4890,1058,151218.79999525,3424063.85354319,157.318931373686,3562.1897965835,5.522917395,125.056023582507,166443.42939336,3768796.80478534,,,
2019-05-05,418,219256,4283716364.3162,0.0047923089546598,0.10899586756443214413353635,0.0001,0.00227439150095801,11.41527993,259.628156538485,0,0,1726.00692573,,0.00397041176797195,22.7439150095801,,,188345602,3901,930,109122.15889284,2481865.10752065,154.091370059591,3504.6410243451,5.2551889,119.523569700889,143304.97415542,3259316.15264095,,,
2019-05-06,415,222110,4139282216.8837,0.31794755863809,6.987551933239366369417142484,0.0001,0.00219770579877076,1001.53480971,22010.7885897044,0,0,537.52050504,,0.00386125461258669,21.9770579877076,,,188345602,5146,1157,350397.05506068,7700696.39779054,310.895191819533,6832.56165871736,6.18976,136.032714449993,359705.7369352,7905273.83913599,,,
2019-05-07,415,222460,3944465324.67704,0.0069371804407893,0.1452832846063545061788560866,0.0001,0.00209426993929863,21.08902854,441.661185203329,0,0,237.74196348,,0.00359485349555702,20.9426993929863,,,188345602,5023,1153,792226.99787669,16591371.8675395,708.113813885958,14829.8147402347,15.07111975,315.629930439949,816455.22741051,17098776.3954906,,,
2019-05-08,197,222574,3860150922.52965,0.000205285990795185,0.004207344893301230402245292504,0.0001,0.00204950414638811,0.80287351,16.4549258777018,0,0,1866.91698426,,0.0034551130193499,20.4950414638811,,,188345602,7615,421,100885.9009738,2067660.72357903,246.078650530333,5043.39214599507,40.393,827.856209850549,103599.11187327,2123268.09346393,,,
2019-05-09,137,223652,3513281741.0967,0.000184041309045218,0.003432992136849039924169940037,0.0001,0.00186533781717754,0.73248441,13.6633087046598,0,0,5734.66850385,,0.00303300035816916,18.6533781717754,,,188345602,7841,248,32843.32858536,612639.028522601,132.240005649032,2466.72283480911,5.13737707,95.8294372977175,32795.52140096,611747.26303266,,,
2019-05-10,113,224047,3669694979.27491,0.000172894288554379,0.003368644109105943641753526471,0.0001,0.00194838368419928,0.60876079,11.8609959081626,0,0,2820.40277507,,0.00306471863530099,19.4838368419928,,,188345602,6869,192,66779.68255624,1301124.43928585,347.728912385781,6775.09339416817,4.129766065,80.4636882060586,66763.95117807,1300817.93168029,,,
2019-05-11,121,230352,4060420984.08223,0.000238318749670265,0.00513775974477696427261770627,0.0001,0.00215583530539897,0.90346638,19.47724719245,0,0,11828.54086454,,0.00294308657869037,21.5583530539897,,,188345602,7391,224,15922.97851079,343273.192406702,84.0540187964732,1812.06621282106,0.8118666,17.5025067955422,18828.10021041,405902.831671917,,,
2019-05-12,92,230321,3917087197.02825,0.000209987984886643,0.004367191154955834875392576695,0.0001,0.00207973382730129,0.58355661,12.1364242196227,0,0,64873.82263817,,0.00299560234658095,20.7973382730129,,,188345602,5511,119,2903.26042679,60380.0891906034,23.3581181779832,485.786685168528,0.513,10.6690345340556,2779.61606318,57808.6155350549,,,
2019-05-13,119,230376,4414619589.46171,0.000178850579826847,0.004192066418891931784214455495,0.0001,0.00234389311063484,0.88835083,20.8219939026374,0,0,6592.8533617,,0.00300541279761166,23.4389311063484,,,188345602,9996,157,28568.14669868,669606.822306415,187.807983938662,4402.0183967605,0.5875,13.7703720249797,29485.85347837,691116.888291398,,,
2019-05-14,145,230519,4441394742.18366,0.0002937382411931,0.00692666813644689697194183209,0.0001,0.00235810907980939,1.14234802,26.9378123826428,0,0,17144.62474943,,0.00296410279953244,23.5810907980939,,,188345602,7609,211,10985.69404421,259054.648736595,50.82826574109,1198.58594955029,0.1475,3.47821089271885,10724.76407137,252901.635355111,,,
2019-05-15,529,226602,5083532808.4194,0.00522574736578679,0.1410452800617474118996008949,0.000625,0.0168690320959134,11.48619271,310.017525575738,0,0,1963.50795605,,0.00328542566053305,26.9904513534614,,,188345602,3147,1190,95923.01442924,2589005.45462978,102.736675248445,2772.90923550953,7.0065,189.108597408027,122256.64354565,3299761.99025634,,,
2019-05-16,990,227410,4954990185.05764,1.57862610328346,41.53044597051615491224988728,0.000625,0.0164424803806198,6014.56545351,158230.999147667,0,0,1.5758177,,0.00334618786747871,26.3079686089917,,,188345602,4159,3278,119522456.44390356,3144393032.19579,36486.7453848972,959892.152230148,17.815473425,468.688915619226,119603551.37169293,3146526475.01042,,,
2019-05-17,629,232314,4813021644.38437,0.374766061060612,9.576847796347269164554818843,0.000625,0.0159713765322762,1014.11696123,25914.9501369153,0,0,184.0238596,,0.00348771381063705,25.5542024516419,,,188345602,3030,2332,1023484.68512442,26154334.8498244,456.671486998623,11669.8756326552,21.309680905,544.551900026258,1064957.90768079,27214149.9753519,,,
2019-05-18,673,232526,5434353095.0522,0.0037935229971456,0.1094548703117043748081479782,0.000625,0.0180331828741487,11.96097801,345.111206092802,0,0,270.34674109,,0.00396443279783601,28.8530925986379,,31.343419959922546,188345602,3404,2925,696681.60687901,20101418.9150479,268.083624974222,7735.04165555975,45.54599788,1314.14289432901,784144.6030496,22624996.8425123,,,
2019-05-19,827,232589,5534522454.23394,0.000661371319570561,0.01943435036380410072821089193,0.000625,0.0183655816603364,4.00460334,117.674991452841,0,0,83.63410215,,0.00357492094559592,29.3849306565382,,20.79717647410382,188345602,6146,5859,2252019.17823228,66175427.3895497,413.790699132495,12159.2110003288,50.001,1469.27591775757,2424399.70621729,71240817.2509266,,0.0566328174009362,
2019-05-20,4567,232250,5529573083.27072,0.19628282961106,5.762599390696314641768813508,0.0001,0.00293586525225618,1014.38966343,29781.1136511198,0,0,201.27899066,,0.00367850392388319,29.3586525225618,,17.74417964268903,188345602,7999,6280,935743.97099274,27472182.094458,170.469898724599,5004.76652221179,0.68158,20.0102703863277,1070550.96399048,31429933.7594901,,0.0562351351400991,
2019-05-21,801,231989,6124298038.09385,0.000339786862842915,0.01104860424337877223898931884,0.0001,0.00325162784427207,2.72509064,88.6098060318919,0,0,263.53830454,,0.00407277786470458,32.5162784427207,,34.37713779699614,188345602,13383,2619,714680.17648646,23238739.6161265,299.901844383013,9751.69187744353,13.60060653,442.241108919365,785442.93043911,25539681.0270246,,0.058801933188609,
