date,AdrActCnt,IssTotNtv,NVTAdj,NVTAdj90,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValMeanNtv,TxTfrValMedNtv,TxTfrValNtv
2018-04-20,9,0,10664.87355078,2868.008968395088,180730576.000076,7,7,16946.340258,2420.90575114286,365.853658,16946.340258
2018-04-21,7,0,2115703.3787004,2874.5485268269326,180730576.000076,5,5,85.4234,17.08468,14.0795,85.4234
2018-04-22,24,0,24113.7470362,3033.2279677424344,180730576.000076,24,24,7494.9188,312.288283333333,20.4916,7494.9188
2018-04-23,26,0,8496.35329997,3023.302138681504,180730576.000076,21,21,21271.5467,1012.9307952381,184.5,21271.5467
2018-04-24,17,0,12951.61331957,3029.2212176890544,180730576.000076,15,15,13954.2906,930.28604,41.3808,13954.2906
2018-04-25,24,0,56678.97578019,3035.2872517874525,180730576.000076,22,22,3188.670464,144.939566545455,50.75,3188.670464
2018-04-26,7,0,486052.69081622,3047.0256215520308,180730576.000076,5,5,371.8333,74.36666,80.1243,371.8333
2018-04-27,9,0,10704.64929276,3048.629617887546,180730576.000076,8,8,16883.371987,2110.421498375,59.4934,16883.371987
2018-04-28,19,0,55631.99458983,3047.708476736647,180730576.000076,13,13,3248.6805,249.8985,49.5,3248.6805
2018-04-29,16,0,67715.86240429,3047.6406970020016,180730576.000076,13,13,2668.9548,205.304215384615,99,2668.9548
2018-04-30,23,0,23880.21732793,3050.2159185200308,180730576.000076,20,20,7568.2132,378.41066,178.4745,7568.2132
2018-05-01,22,0,47644.83590233,3071.0291395240183,180730576.000076,16,16,3793.287826,237.080489125,35.24115,3793.287826
2018-05-02,10,0,162981.90828405,3073.04283812952,180730576.000076,7,7,1108.899619,158.414231285714,105.3988,1108.899619
2018-05-03,18,0,13053.82781348,3069.2911914097954,180730576.000076,15,15,13845.025274,923.001684933333,33.115,13845.025274
2018-05-04,17,0,3022.31708249,3036.880836286838,180730576.000076,12,12,59798.681299,4983.22344158333,146.6,59798.681299
2018-05-05,13,0,50761.90104106,3038.3104582536407,180730576.000076,12,12,3560.3587,296.696558333333,31.14955,3560.3587
2018-05-06,8,0,267550.81569219,3044.3392979953696,180730576.000076,6,6,675.5,112.583333333333,64.25,675.5
2018-05-07,18,0,24197.91666417,3043.3153659041673,180730576.000076,18,18,7468.8486,414.936033333333,87.5,7468.8486
2018-05-08,13,0,43369.2665427,3042.224928987811,180730576.000076,9,9,4167.25,463.027777777778,220.27,4167.25
2018-05-09,20,0,42197.79952942,3041.326916611189,180730576.000076,15,15,4282.9384,285.529226666667,28,4282.9384
2018-05-10,32,0,16792.41216189,3037.17253495532,180730576.000076,26,26,10762.6334,413.947438461538,9.5,10762.6334
2018-05-11,20,0,46765.66648718,3041.8666172118537,180730576.000076,17,17,3864.5996,227.329388235294,94.5,3864.5996
2018-05-12,14,0,24438.0756039,3040.443625621734,180730576.000076,11,11,7395.4504,672.313672727273,113,7395.4504
2018-05-13,9,0,361792.5539796,3070.7568631979357,180730576.000076,8,8,499.542,62.44275,22.1203,499.542
2018-05-14,26,0,8130.8149123,3127.689938686324,180730576.000076,20,20,22227.855135,1111.39275675,154.25,22227.855135
2018-05-15,30,0,110552.11605491,3167.6246050856857,180730576.000076,26,26,1634.799789,62.8769149615385,6,1634.799789
2018-05-16,17,0,86074.30679452,3172.035066815662,180730576.000076,15,15,2099.704113,139.9802742,10.489,2099.704113
2018-05-17,13,0,72482.14521764,3173.937791216356,180730576.000076,11,11,2493.4496,226.677236363636,34.888,2493.4496
2018-05-18,6,0,420802.75675819,3175.4209375516675,180730576.000076,5,5,429.49,85.898,10,429.49
2018-05-19,11,0,75964.11704114,3177.093238039526,180730576.000076,9,9,2379.1572,264.3508,74.4379,2379.1572
2018-05-20,14,0,288228.60460047,3184.981031703601,180730576.000076,7,7,627.039,89.577,62.999,627.039
2018-05-21,28,0,23663.34736114,3183.7094552953718,180730576.000076,27,27,7637.574399,282.873125888889,50,7637.574399
2018-05-22,18,0,8509.79820354,3171.641727088675,180730576.000076,16,16,21237.9391,1327.37119375,30,21237.9391
2018-05-23,20,0,83769.63160533,3171.141948294937,180730576.000076,16,16,2157.4713,134.84195625,99.6,2157.4713
2018-05-24,15,0,2.79727734,233.23944049607857,180730576.000076,17,17,64609459.172732,3800556.42192541,242,64609459.172732
2018-05-25,3,0,2636312.76229319,233.24537295599347,180730576.000076,2,2,68.5543,34.27715,34.27715,68.5543
2018-05-26,10,0,21326.58084621,233.2233894342958,180730576.000076,6,6,8474.4281,1412.40468333333,191.52965,8474.4281
2018-05-27,6,0,168390.89147294,233.25823500169955,180730576.000076,3,3,1073.28,357.76,363.78,1073.28
2018-05-28,17,0,10023.43939975,233.22899717339277,180730576.000076,14,14,18030.7945,1287.91389285714,156.59,18030.7945
2018-05-29,11,0,145660.32203856,233.30636940867157,180730576.000076,7,7,1240.767379,177.252482714286,91.5285,1240.767379
2018-05-30,2,0,123872.91021253,233.32188577604524,180730576.000076,1,1,1459,1459,1459,1459
2018-05-31,18,0,72.74075484,225.3408306678945,180730576.000076,16,16,2484584.829887,155286.551867937,184.500849,2484584.829887
2018-06-01,2,0,99139.09818984,225.33651977935182,180730576.000076,3,3,1823,607.666666666667,800,1823
2018-06-02,16,0,230186.75654473,225.33789596716625,180730576.000076,10,10,785.147585,78.5147585,83.09515,785.147585
2018-06-03,6,0,1064088.73010441,225.34497295162018,180730576.000076,4,4,169.8454,42.46135,27.5,169.8454
2018-06-04,27,0,3470.03072791,225.19340668665882,180730576.000076,23,23,52083.278268,2264.49035947826,6.41,52083.278268
2018-06-05,24,0,3146.85750329,225.2858321474397,180730576.000076,19,18,57432.08131,3190.67118388889,261.9999995,57432.08131
2018-06-06,15,0,5193.96954383,225.1986511137221,180730576.000076,11,11,34796.2333,3163.29393636364,584.5337,34796.2333
2018-06-07,10,0,12038.45287943,225.17601952916567,180730576.000076,8,8,15012.7743,1876.5967875,32.12725,15012.7743
2018-06-08,4,0,44822.93990726,225.18098664834753,180730576.000076,4,4,4032.1,1008.025,1000,4032.1
2018-06-09,12,0,78099.7935265,225.18732269908324,180730576.000076,8,8,2314.098,289.26225,25.523,2314.098
2018-06-10,8,0,6290.18900425,225.13642405640496,180730576.000076,10,10,28732.1376,2873.21376,950.8249,28732.1376
2018-06-11,11,0,29581.16926349,225.12618192939502,180730576.000076,14,14,6109.6495,436.403535714286,125.23875,6109.6495
2018-06-12,11,0,19220.54182188,225.12642673962816,180730576.000076,10,10,9402.9907,940.29907,310.58435,9402.9907
2018-06-13,21,0,83717.13454022,225.12845175000427,180730576.000076,18,18,2158.8242,119.934677777778,12.275,2158.8242
2018-06-14,6,0,114571.45963611,225.13919223481304,180730576.000076,4,4,1577.44849,394.3621225,323.82035,1577.44849
2018-06-15,7,0,189479.26968369,225.14370198488237,180730576.000076,5,5,953.8277,190.76554,55,953.8277
2018-06-16,5,0,1081434.82877354,225.15214175080493,180730576.000076,3,3,167.121098,55.7070326666667,27.074198,167.121098
2018-06-17,7,0,19461.99561309,225.12453827006846,180730576.000076,7,7,9286.3332,1326.61902857143,144,9286.3332
2018-06-18,14,0,36943.46527211,225.11647228955877,180730576.000076,14,14,4892.0851,349.43465,120.2478,4892.0851
2018-06-19,15,0,23591.45243142,225.11140228442088,180730576.000076,22,22,7660.8499,348.22045,190.42585,7660.8499
2018-06-20,17,0,27184.34135428,225.09701820594006,180730576.000076,34,34,6648.33382,195.53923,137.8906,6648.33382
2018-06-21,12,0,40808.7487779,225.14968358136935,180730576.000076,42,42,4428.721326,105.445745857143,78.0322,4428.721326
2018-06-22,4,0,1789836.95135553,225.16116391315032,180730576.000076,2,2,100.976,50.488,50.488,100.976
2018-06-23,4,0,185310.31663435,225.15919629931003,180730576.000076,4,4,975.2861,243.821525,200.5766,975.2861
2018-06-24,12,0,149273.1174782,225.20341982829024,180730576.000076,9,9,1210.7376,134.5264,49.7789,1210.7376
2018-06-25,18,0,25716.70465872,225.2169170246313,180730576.000076,23,23,7027.750188,305.554356,136.1851,7027.750188
2018-06-26,16,0,42429.05744522,225.21067458017745,180730576.000076,25,25,4259.594412,174.29577648,184.8,4357.394412
2018-06-27,18,0,20078.48260222,225.18888977617647,180730576.000076,61,61,9001.206893,147.560768737705,121.97,9001.206893
2018-06-28,67,0,3718.67572723,225.03803623816404,180730576.000076,81,81,48600.789436,600.009746123457,4.999999,48600.789436
2018-06-29,19,0,3921.48311881,224.93012931443096,180730576.000076,20,20,46087.3018,2304.36509,23.5979,46087.3018
2018-06-30,5,0,565113.15025109,224.93823701765038,180730576.000076,6,6,319.813078,53.3021796666667,45.8380085,319.813078
2018-07-01,4,0,723425.51879118,224.96763011687997,180730576.000076,3,3,249.8261,83.2753666666667,34.4737,249.8261
2018-07-02,18,0,8112.23725296,224.90072738504682,180730576.000076,17,17,22278.758666,1310.51521564706,105.5471,22278.758666
2018-07-03,24,0,9498.22293194,224.84552465458924,180730576.000076,20,20,19027.8305,951.391525,120,19027.8305
2018-07-04,21,0,1599.61442273,224.50118147584143,180730576.000076,32,32,112983.8375,3864.63290625,21.8585,123668.253
2018-07-05,16,0,3979.01656773,224.38835965300356,180730576.000076,21,21,45420.915677,2162.90074652381,39.37,45420.915677
2018-07-06,10,0,23309.06642799,237.70687724582365,180730576.000076,8,8,7753.66,969.2075,167,7753.66
2018-07-07,6,0,3029.86000418,238.77613923189344,180730576.000076,6,6,59649.8108,9941.63513333333,12237.28,59649.8108
2018-07-08,14,0,9206.62445516,238.75216453633882,180730576.000076,10,10,19630.4929,1963.04929,292.2378,19630.4929
2018-07-09,8,0,12815.66921421,238.77541349771943,180730576.000076,6,6,14102.3128,2350.38546666667,97.86475,14102.3128
2018-07-10,39,0,1672.38487265,238.39948708190008,180730576.000076,33,33,108067.574011,3274.7749700303,170,108067.574011
2018-07-11,14,0,3981.21527944,238.25919332988232,180730576.000076,9,9,45395.831,5043.98122222222,56,45395.831
2018-07-12,15,0,1797.59276112,237.93715415614486,180730576.000076,11,11,100540.333667,9140.03033336364,104.2448,100540.333667
2018-07-13,9,0,10513.12990807,237.8813479905474,180730576.000076,5,5,17190.9391,3438.18782,102.4391,17190.9391
2018-07-14,10,0,83333.18044339,237.88106004621974,180730576.000076,8,8,2168.770891,271.096361375,118.82235,2168.770891
2018-07-15,5,0,79114.03766508,237.96093182672243,180730576.000076,3,3,2284.4312,761.477066666667,104.4312,2284.4312
2018-07-16,16,0,448.94237793,236.0712871689924,180334365.000076,13,12,401687.107,33473.9255833333,205.228,401687.107
2018-07-17,11,0,70156.39436694,236.06302261520258,180334365.000076,7,7,2570.462274,367.208896285714,32.5117,2570.462274
2018-07-18,10,0,116890.91885068,236.06440671879074,180334365.000076,6,6,1542.757699,257.126283166667,106.7189,1542.757699
2018-07-19,11,0,68751.97435307,236.11359659406415,180334365.000076,9,9,2622.969983,291.441109222222,49.999,2622.969983
2018-07-20,4,0,189017.92403753,236.1106129059431,180334365.000076,2,2,954.0596,477.0298,477.0298,954.0596
2018-07-21,7,0,220403.90516014,236.1335487811213,180334365.000076,6,6,818.1995,136.366583333333,15.25,818.1995
2018-07-22,2,0,4508359.1250019,236.2065130426686,180334365.000076,1,1,40,40,40,40
2018-07-23,14,0,21923.9989836,236.2262085439678,180334365.000076,14,14,8225.4321,587.530864285714,194.09,8225.4321
2018-07-24,17,0,84832.20172343,236.2298630737483,180334365.000076,14,14,2125.777256,151.841232571429,11.25,2125.777256
2018-07-25,5,0,941490.27312151,236.23048297990167,180334365.000076,3,3,191.5414,63.8471333333333,20.96,191.5414
2018-07-26,8,0,89335.24800301,236.28160433601906,180334365.000076,8,8,2018.625,252.328125,78.995,2018.625
2018-07-27,7,0,358877.50061906,236.29105116288005,180334365.000076,8,8,502.4956,62.81195,8.47175,502.4956
2018-07-28,8,0,769016.48187666,236.29942627544074,180334365.000076,6,6,234.5,39.0833333333333,35,234.5
2018-07-29,11,0,1075484.03109519,236.32488955219614,180334365.000076,9,9,167.677399,18.6308221111111,5,167.677399
2018-07-30,3,0,3028386.59568879,236.33773844147706,180334365.000076,2,2,59.548,29.774,29.774,59.548
2018-07-31,15,0,103229.3613536,236.33554269704715,180334365.000076,11,11,1746.929,158.811727272727,34,1746.929
2018-08-01,12,0,41732.66677159,236.36832274924114,180334365.000076,11,11,4321.18,392.834545454545,50,4321.18
2018-08-02,13,0,59150.51980835,236.56383864372114,180334365.000076,15,15,3048.736775,203.249118333333,5.26,3048.736775
2018-08-03,14,0,17290.89659955,236.54015596210542,180334365.000076,13,13,10429.43979,802.264599230769,16,10429.43979
2018-08-04,2,0,4161.5942815,236.39319085457933,180334365.000076,1,1,43333,43333,43333,43333
2018-08-05,6,0,78319.0561117,236.41098021045454,180334365.000076,4,4,2302.5605,575.640125,146.28025,2302.5605
2018-08-06,17,0,33084.65526564,236.40656060576205,180334365.000076,12,12,5450.694999,454.22458325,122.5,5450.694999
2018-08-07,2,0,2590873.25817559,236.4210700460319,180334365.000076,1,1,69.6037,69.6037,69.6037,69.6037
2018-08-08,5,0,599471.19961837,236.45710503657017,180334365.000076,4,4,300.8224,75.2056,57.90375,300.8224
2018-08-09,221,0,3451.94614447,236.29056657852394,180334365.000076,217,217,52241.361091,240.743599497696,4.999999,52241.361091
2018-08-10,1733,0,7282.90507594,236.2308412446019,180334365.000076,1730,1729,24761.323005,14.3211816107577,4.999999,24761.323005
2018-08-11,8,0,442985.62688069,236.23115913398033,180334365.000076,5,5,407.088524,81.4177048,14.960524,407.088524
2018-08-12,12,0,56904.24991221,236.29670853641173,180334365.000076,10,10,3169.0843,316.90843,100.5671,3169.0843
2018-08-13,10,0,25790.47508859,236.27827869969096,180334365.000076,7,7,6992.2855,998.897928571429,17.5301,6992.2855
2018-08-14,25,0,1303.07375273,235.8103975578118,180334365.000076,24,24,138391.5259,5766.31357916667,156.59,138391.5259
2018-08-15,8,0,1412.40057248,235.3822720933285,180334365.000076,8,8,127679.3344,15959.9168,115.03495,127679.3344
2018-08-16,3,0,1467487.19346776,235.38331875310965,180334365.000076,2,2,122.8865,61.44325,61.44325,122.8865
2018-08-17,5,0,196069.53325216,235.38830090459953,180334365.000076,6,6,919.747,153.291166666667,25,919.747
2018-08-18,11,0,275148.5311808,235.3882040584449,180334365.000076,8,8,655.407333,81.925916625,29.1229,655.407333
2018-08-19,11,0,129640.3853269,235.40953093174465,180334365.000076,7,7,1391.035398,198.719342571429,50,1391.035398
2018-08-20,17,0,25031.57656327,235.45745862891664,180334365.000076,13,13,7204.27515,554.175011538462,125,7204.27515
2018-08-21,458,0,1144.19490029,234.92765122842818,180334365.000076,454,454,157608.083163001,347.154368200441,4.999999,157608.083163
2018-08-22,2162,0,2944.8245057,3577.0592325895245,180334365.000076,2160,2160,61237.728989,46.8690874949074,4.999999,101237.228989
2018-08-23,5094,0,2327.98965041,3517.0665003270988,180334365.000076,5091,5091,77463.5595859998,15.2157846368101,4.999999,77463.559586
2018-08-24,8565,0,3671.76000478,3486.363554511884,180334365.000076,8563,8563,49113.8758429995,5.73559218066098,4.999999,49113.875843
2018-08-25,180,0,4413.68854779,3456.8212347467893,180334365.000076,178,178,40857.97243,229.539170955056,0.999999,40857.97243
2018-08-26,66,0,24421.01421423,3464.6775985776508,180334365.000076,64,64,7384.392942,115.38113971875,0.009999,7384.392942
2018-08-27,74,0,2436.86245274,3411.685039539881,180334365.000076,70,70,74002.685214,1057.18121734286,0.009999,74002.685214
2018-08-28,43,0,5807.2408333,3390.5923230056787,180334365.000076,38,38,31053.36427,817.193796578947,0.009999,31053.36427
2018-08-29,40,0,76171.26582671,7042.5251829753415,180334365.000076,37,37,2367.485469,63.9860937567568,0.009999,2367.485469
2018-08-30,34,0,202008.74253372,7045.369195465996,180334365.000076,28,28,892.705745,31.8823480357143,0.019999,892.705745
2018-08-31,33,0,3393.6678281,6888.812557217703,180334365.000076,30,30,53138.484417,3437.94948056667,0.009999,103138.484417
2018-09-01,30,0,210713.06157558,6886.8073692921425,180334365.000076,27,27,855.829077,31.6973732222222,0.009999,855.829077
2018-09-02,25,0,60672.05689817,7033.375481038687,180334365.000076,23,23,2972.280391,129.229582217391,0.009999,2972.280391
2018-09-03,34,0,54913.79538649,7202.381576423895,180334365.000076,30,30,3283.953763,109.465125433333,0.009999,3283.953763
2018-09-04,29,0,68911.43924503,7306.722523683315,180334365.000076,24,24,2616.900285,109.037511875,0.0599995,2616.900285
2018-09-05,27,0,3450.19590325,7186.195008078964,180334365.000076,23,23,52267.86248,2272.51576,0.009999,52267.86248
2018-09-06,14,0,7401.60133358,7122.078806684991,180334365.000076,11,11,24364.23645,2214.93058636364,109.844398,24364.23645
2018-09-07,390,0,90166.55512115,7123.0605508665685,180334365.000076,387,387,2000.01391599999,5.16799461498708,4.999999,2000.013916
2018-09-08,145,0,12633.73867514,7168.5476520117645,180334365.000076,143,143,14274.030011,99.8183916853147,0.099999,14274.030011
2018-09-09,3044,0,2807.50324441,6989.122432677851,180334365.000076,3047,3047,64233.003242,21.0807362133246,0.999999,64233.003242
2018-09-10,31,0,32005.71695413,7000.4830976939,180334365.000076,30,30,5634.442286,187.814742866667,0.059999,5634.442286
2018-09-11,17,0,706979.54809805,7006.236185628054,180334365.000076,17,17,255.077202,15.0280707058824,6.145,255.477202
2018-09-12,9,0,932.40226327,6470.42121205047,180334365.000076,14,14,193408.3304,13814.8807428571,1,193408.3304
2018-09-13,13,0,14827.09256082,6441.636522539814,180334365.000076,13,13,12162.49,935.576153846154,10,12162.49
2018-09-14,12,0,3460.17619432,6311.501757148629,180334365.000076,10,10,52117.1047,5211.71047,2925.29185,52117.1047
2018-09-15,6,0,4183723.22588262,6334.270131064312,180334365.000076,4,4,43.103799,10.77594975,9,43.103799
2018-09-16,10,0,593205.14802657,6345.632842585456,180334365.000076,8,8,304,38,17,304
2018-09-17,15,0,46425.07035226,6355.016070841326,180334365.000076,14,14,3884.4177,277.458407142857,67,3884.4177
2018-09-18,8,0,12510.54730229,6335.749467536757,180334365.000076,8,8,14414.5864,1801.8233,155,14414.5864
2018-09-19,12,0,2598024.91208415,6346.549681319032,180334365.000076,7,7,69.4121,9.91601428571428,11,69.4121
2018-09-20,8,0,2170088.62815976,6346.594045017581,180334365.000076,11,11,83.1,7.60909090909091,0.1,83.7
2018-09-21,8,0,21757.9722886,6328.496878617215,180334365.000076,6,6,8288.1972,1381.3662,1582.4487,8288.1972
2018-09-22,8,0,94345.60795809,6326.768318193579,180334365.000076,6,6,1911.423,318.5705,300,1911.423
2018-09-23,8,0,55893.03788837,6336.157388274286,180334365.000076,8,8,3226.4191,792.0523875,44,6336.4191
2018-09-24,2,0,1245133.9247806,6346.352076570203,180334365.000076,1,1,144.8313,144.8313,144.8313,144.8313
2018-09-25,21,0,2124.84567258,6163.5039382211735,180334365.000076,16,16,84869.3942,5304.3371375,156.59,84869.3942
2018-09-26,8,0,1665.37771632,6026.902381502309,180334365.000076,6,6,108284.3629,18047.3938166667,13440,108284.3629
2018-09-27,26,0,8342.84280469,6082.173551765306,180334365.000076,26,26,21615.457611,885.402215807692,348.5,23020.457611
2018-09-28,8,0,8429.20675386,6034.516093571821,180334365.000076,9,9,21393.99,4730.99888888889,149,42578.99
2018-09-29,13,0,178001.4776342,6032.804011860828,180334365.000076,13,13,1013.106,77.9312307692308,86,1013.106
2018-09-30,131,0,52190.33629584,6075.311525682501,180334365.000076,130,130,3455.321,26.5793923076923,6.5,3455.321
2018-10-01,26,0,10384.34616796,6079.093145512403,180334365.000076,22,22,17365.98165,790.726438636364,34.09,17395.98165
2018-10-02,4,0,3097.33561249,6206.394156738055,180334365.000076,4,4,58222.4168,14555.6042,3032.99345,58222.4168
2018-10-03,13,0,41900.65998972,6305.537259438224,180334365.000076,10,10,4303.855,430.3855,134.2584,4303.855
2018-10-04,12,0,42034.4716281,6314.03344304211,180334365.000076,12,12,4290.1542,357.51285,29.86835,4290.1542
2018-10-05,15,0,5265.88403074,6377.0578355764,180334365.000076,17,17,34245.7912,2014.45830588235,757,34245.7912
2018-10-06,40,0,272.61305495,5092.675892071532,180334365.000076,79,79,661503.0415,8997.53217088608,10583.2587,710805.0415
2018-10-07,17,0,411.33393575,4494.303012214516,180334365.000076,30,30,438413.5354,14613.7845133333,16000,438413.5354
2018-10-08,23,0,1534.14269453,4482.536115923808,180334365.000076,21,21,117547.321799,5626.82484757143,1470.960999,118163.321799
2018-10-09,99,0,582.10759626,4177.480990125405,180334365.000076,96,96,309795.58789,3227.03737385417,947.15,309795.58789
2018-10-10,4,0,1992644.91712791,4288.355963230251,180334365.000076,3,3,90.5,30.1666666666667,10,90.5
2018-10-11,8,0,399524.30663192,4307.407498867185,180334365.000076,8,8,451.3727,102.4215875,61.75,819.3727
2018-10-12,71,0,1758.13475148,4195.609217833142,180334365.000076,71,71,102571.4126,1444.66778309859,332.13,102571.4126
2018-10-13,19,0,541.01378392,3864.8652757981713,180334365.000076,28,28,333326.7476,11904.5267,14000,333326.7476
2018-10-14,63,0,167.72844436,3330.7092977433335,180334365.000076,93,93,1075156.725437,11560.8250046989,14000,1075156.725437
2018-10-15,40,0,363.09282762,3024.078295079707,180334365.000076,51,51,496661.876199,10935.6054156667,9009.66,557715.876199
2018-10-16,176,0,297.52056277,2717.9089997337983,180334365.000076,191,191,606124.038363,3173.42428462304,4.999999,606124.038363
2018-10-17,25,0,1104.54834572,2646.709003696818,180334365.000076,24,24,163265.252896,9052.76053733333,2153.66,217266.252896
2018-10-18,17,0,2685.02466469,2618.4378051112926,180334365.000076,16,16,67163.019905,4197.6887440625,17,67163.019905
2018-10-19,29,0,2769.38513912,2591.5543420570375,180334365.000076,27,27,65117.112984,2411.74492533333,14.7442,65117.112984
2018-10-20,13,0,5838.52998456,2578.852171275011,180334365.000076,10,10,30886.946796,3088.6946796,58.4301995,30886.946796
2018-10-21,12,0,42156.65278171,2580.470809697041,180334365.000076,8,8,4277.720196,534.7150245,47.1,4277.720196
2018-10-22,9,0,3436.20953486,2559.9754808458756,180334365.000076,7,7,52480.607824,7497.22968914286,29,52480.607824
2018-10-23,14,0,36656.76020545,2558.067807069034,180334365.000076,11,11,4919.539097,447.230827,80.0321,4919.539097
2018-10-24,20,0,2873.20565531,2533.8084518800115,180334365.000076,18,18,62764.168888,3486.89827155556,311.249999,62764.168888
2018-10-25,20,0,25952.49484975,2531.261097971524,180334365.000076,17,17,6948.63311,408.743124117647,115.4797,6948.63311
2018-10-26,23,0,3428.52095387,2510.756480714687,180334365.000076,22,22,52598.297466,2390.831703,37.199999,52598.297466
2018-10-27,10,0,29409.72569494,2508.442105554351,180334365.000076,6,6,6131.793505,1021.96558416667,219.3899995,6131.793505
2018-10-28,7,0,13321.30913445,2503.22775246185,180334365.000076,5,5,13537.285501,2707.4571002,45,13537.285501
2018-10-29,45,0,4495.03278301,2488.5003001127275,180334365.000076,50,50,40118.587273,802.37174546,50,40118.587273
2018-10-30,28,0,384.606183,2323.0325976598588,180334365.000076,45,45,468880.56659,10419.5681464444,120,468880.56659
2018-10-31,34,0,148.82390109,1980.419989618891,180334365.000076,59,59,1211729.861086,21046.2857811186,27999.5,1241730.861086
2018-11-01,37,0,342.6127446,1861.224767852551,180138154,60,59,525777.738392,8911.48709138983,11000.5,525777.738392
2018-11-02,40,0,297.7629273,1748.4868458063936,180138154,49,49,604971.73249,12346.361887551,11001,604971.73249
2018-11-03,35,0,203.77528143,1596.6601424963133,180138154,69,69,884003.951478,12811.6514706957,11001,884003.951478
2018-11-04,19,0,722.05821949,1559.1885127161756,180138154,17,17,249478.711185,14675.218305,14999.999999,249478.711185
2018-11-05,23,0,827.16923826,1527.2126386920672,180138154,25,25,217776.660046,8711.06640184,1000,217776.660046
2018-11-06,16,0,1579.02541684,1511.017278682685,180138154,18,18,114081.858391,6337.88102172222,595.4999995,114081.858391
2018-11-07,20,0,4853.26562584,1513.1502415624493,180138154,19,19,37116.895692,1953.52082589474,51.904799,37116.895692
2018-11-08,23,0,6489.88435569,1512.7273252024684,180138154,26,26,27756.758692,1067.567642,142.4499995,27756.758692
2018-11-09,22,0,695.69629426,1477.0966511254062,180138154,21,21,258932.174119,12330.1035294762,199.369999,258932.174119
2018-11-10,35,0,585.18835281,1437.2038176704548,180138154,39,39,307829.356367,7893.06041966667,966.179999,307829.356367
2018-11-11,50,0,765.4896859,1408.6902192539553,180138154,54,54,235324.077277,4357.85328290741,84.8999995,235324.077277
2018-11-12,45,0,905.1059499,1401.3076282793606,180138154,59,59,199024.383853,3373.29464157627,125,199024.383853
2018-11-13,22,0,5742.06793162,1413.070409106312,180138154,22,22,31371.651493,1425.98415877273,100.8192995,31371.651493
2018-11-14,9,0,53577.92757164,1412.6715625198065,180138154,8,8,3362.170994,420.27137425,92.8205,3362.170994
2018-11-15,17,0,8435.63553569,1410.16066262263,180138154,14,14,21354.425904,1525.316136,77.894999,21354.425904
2018-11-16,20,0,35379.86242028,1409.6167533972289,180138154,17,17,5091.544785,299.502634411765,27,5091.544785
2018-11-17,38,0,17435.02056926,1408.5217903880675,180138154,37,37,10331.972554,279.242501459459,8.999999,10331.972554
2018-11-18,38,0,11601.35440172,1407.5040238099446,180138154,37,37,15527.338254,419.657790648649,23.999999,15527.338254
2018-11-19,34,0,3258.5204408,1420.1197404562051,180138154,38,38,55282.192416,1454.79453726316,33.6730995,55282.192416
2018-11-20,50,0,733.8259196,1397.5652246303114,180138154,57,57,245478.04757,4306.63241350877,5,245478.04757
2018-11-21,41,0,21540.09316844,1405.939990933973,180138154,40,40,8362.923623,209.073090575,33.591527,8362.923623
2018-11-22,37,0,9263.96983643,1409.5666343595612,180138154,36,36,19445.028123,540.139670083333,67.9743985,19445.028123
2018-11-23,30,0,49215.28228608,1414.140113249354,180138154,28,28,3660.207676,130.721702714286,9.049999,3660.207676
2018-11-24,29,0,5470.84111952,1410.9964598947806,180138154,28,28,32926.957677,1175.96277417857,108.1099995,32926.957677
2018-11-25,29,0,797.75616375,1392.597859908441,180138154,27,27,225806.032202,8363.18637785185,34.879999,225806.032202
2018-11-26,29,0,1953.09883046,1385.3179409531333,180138154,26,26,92231.970646,3547.38348638462,48.675,92231.970646
2018-11-27,21,0,177.66066247,1275.1017767727049,180138154,36,36,1013945.076493,28165.1410136944,11.7943,1013945.076493
2018-11-28,13,0,13407.48870773,1273.8451326211778,180138154,20,20,13435.637197,671.78185985,66.7665495,13435.637197
2018-11-29,18,0,178.20383453,1184.6969583762618,180138154,37,37,1010854.53339,27320.3927943243,9.999999,1010854.53339
2018-11-30,26,0,5668.82992779,1182.0261579053808,180138154,30,30,31776.955085,1059.23183616667,66.77285,31776.955085
2018-12-01,23,0,5419.01876824,1179.4232748017153,180138154,19,19,33241.839843,1749.57051805263,71.0157,33241.839843
2018-12-02,5,0,83833.73465798,1179.5206837732994,180138154,3,3,2148.75497,716.251656666667,80.7793,2148.75497
2018-12-03,9,0,20832.89707912,1179.0034541293032,180138154,8,8,8646.812458,1080.85155725,195.234387,8646.812458
2018-12-04,10,0,5646.74990587,1180.7522749140423,180138154,11,11,31901.2099,2900.10999090909,188.18,31901.2099
2018-12-05,17,0,3818.18566577,1178.7935918200108,180138154,19,19,47178.992791,2483.10488373684,10.6701,47178.992791
2018-12-06,8,0,43543.60550204,1178.6104643879514,180138154,6,6,4136.959995,689.4933325,3.209999,4136.959995
2018-12-07,38,0,2603.56223738,1173.9239101871935,180138154,63,63,69189.109987,1098.23984106349,100,69189.109987
2018-12-08,31,0,33253.33946479,1178.9447878317778,180138154,29,29,5417.144771,186.798095551724,0.019999,5417.144771
2018-12-09,47,0,5785.79630212,1176.7626804374643,180138154,51,51,31134.548227,610.481337784314,6.499999,31134.548227
