date,AdrActCnt,IssTotNtv,NVTAdj,NVTAdj90,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValMeanNtv,TxTfrValMedNtv,TxTfrValNtv
2018-03-29,6,0,89883.86590178,9196.226150711798,181043076.000076,5,5,2014.1888,402.83776,10,2014.1888
2018-03-30,3,0,1002619.9036389,9268.662281047546,181043076.000076,2,2,180.57,90.285,90.285,180.57
2018-03-31,9,0,15864.23258702,9237.286122748274,181043076.000076,8,8,11412.0286,1426.503575,95.5,11412.0286
2018-04-01,7,0,61866.87222999,9353.57273772305,181043076.000076,4,4,2926.3331,731.583275,166.04155,2926.3331
2018-04-02,12,0,18668.57267659,9592.620138484548,181043076.000076,12,12,9697.746,808.1455,156.25,9697.746
2018-04-03,5,0,234996.23835887,9778.530625233978,181043076.000076,4,4,770.4084,192.6021,140.8888,770.4084
2018-04-04,11,0,142414.61993711,9967.321976212212,181043076.000076,8,8,1271.2394,158.904925,139.29775,1271.2394
2018-04-05,7,0,89413.57416643,10072.214011991446,181043076.000076,9,9,2024.7829,224.975877777778,200,2024.7829
2018-04-06,25,0,20134.18006369,10456.165847408758,181043076.000076,35,35,8991.8276,256.90936,100,8991.8276
2018-04-07,3999,0,44.49033308,2920.432743451289,181043076.000076,4023,4023,4069267.71411601,1011.50079893512,14.999999,4069267.714116
2018-04-08,7978,0,493.69714133,2764.0820342747943,180730576.000076,8009,8008,366075.80006,45.8248364210789,4.999999,366965.29006
2018-04-09,1373,0,14130.6436925,2760.550930976496,180730576.000076,1369,1369,12789.9747479999,9.3425673834916,4.999999,12789.974748
2018-04-10,13,0,8715.87906856,2759.8935679579417,180730576.000076,20,20,20735.782883,1045.06414415,29.5,20901.282883
2018-04-11,4,0,278760.28034202,2769.931275424727,180730576.000076,3,3,648.3369,216.1123,100.399,648.3369
2018-04-12,8,0,34618.18815384,2771.766059947656,180730576.000076,7,7,5220.6827,745.811814285714,299.5,5220.6827
2018-04-13,11,0,22201.25101496,2771.8891086424787,180730576.000076,11,11,8140.5582,740.050745454545,15.1,8140.5582
2018-04-14,13,0,156673.40722248,2781.566333132863,180730576.000076,11,11,1153.54979,121.413617272727,54.6978,1335.54979
2018-04-15,13,0,86639.65711652,2821.5795692513198,180730576.000076,7,7,2086.0029,298.000414285714,123,2086.0029
2018-04-16,29,0,7161.77325892,2835.4379193632176,180730576.000076,25,25,25235.4507,1009.418028,150,25235.4507
2018-04-17,21,0,32330.54740776,2844.038192220591,180730576.000076,18,18,5590.0871,310.560394444444,230,5590.0871
2018-04-18,4,0,1105385.78593319,2845.8123288308057,180730576.000076,3,3,163.5,54.5,28,163.5
2018-04-19,12,0,92878.83493798,2874.4469074548592,180730576.000076,7,7,1945.87471,277.982101428571,99,1945.87471
