date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2016-09-11,1047,23754,586467314.2061990397548439741,0.00227254665861949,0.00001332811674904878046022008026,0.00006,3.518902469658048E-7,756.839849,4.43874268963620688325792,1452.7173502,405.09189444831816,0.00000964220222092344,0.00586483744943008,-21.74704176610092,-4.255264157722163,99997198432.701565,333036,23185,68834586.727543,403703.6620557369252175886934,2984.6863803124,17.50470045806007375751235699,800,4.691869959544064,69199953.727543,405846.4801201228452569486934,0.0348330427938465,0.0168643683666359,0.0274267224955451
2016-09-12,1387,23756,589879368.107498897371744295,0.00221177040477946,0.00001304714292140247454137257026,0.00006,3.539375396255046E-7,837.051145,4.93773038003352494387945,538.48515863,422.09792087893607,0.00000970690707188778,0.00589895899375841,-22.234290792667238,-3.7561346064511807,99997197595.65042,378453,25642,185700935.288319,1095442.202368377859234781013,7300.87225209886,43.06754603379978784676227641,600,3.539375396255046,187208966.288319,1104338.015398694348025491013,0.0348281673969139,0.016187251705224,0.0273449608413899
2016-09-13,1388,23667,591084077.8091117129180225158,0.00211805188586318,0.00001251981841396153281603299136,0.00006,3.546603885634068E-7,806.344471,4.76630739001357843506338,695.91368648,425.7448891768525,0.00000971096084161309,0.00591100647605678,-19.14526999105589,-0.9315630033812201,99997196789.305949,380701,27284,143691953.086171,849364.0652496037961396287894,5278.22753577815,31.19963714608586410878088336,540,3.1919434970706612,144011160.086171,851250.8998938064527130887894,0.0348195579427608,0.0157605394925757,0.0269919572378339
2016-09-14,1399,23775,608440554.657237547224800216,0.00197762544968955,0.00001203301267008075731459210387,0.00006,3.650745697665768E-7,866.358157,5.27142219050898994411596,986.97182014,641.7164723955264,0.00000998432144944477,0.00608457616277628,-18.32846648760899,0.05412778663241522,99997195922.947792,438080,17422,101317174.292591,616472.0635805489078755945415,5922.39578077092,36.03526819420555521150588978,600,3.650745697665768,103179979.292591,627806.4424794493761409945415,0.0348664837260357,0.0165807305338105,0.0271565005312092
2016-09-15,2595,23717,874205251.1872969438778570788,0.00351168241391419,0.00003070017366390096595257956318,0.0001,8.74229786334293E-7,2410.141386,21.07017388918216790350098,84.03823518,599.7993082670748,0.0000144008007013442,0.00874229786334293,21.364215519574447,42.198015430472054,99997193512.806406,686321,24785,1189901159.92078,10402470.36796470904806477309,48034.2052015648,419.9293295010158052857950169,100,0.874229786334293,1190527775.920784,10407948.43168268051068110646,0.0442140989673023,0.0692239104426247,0.0545773565992259
2016-09-16,2212,23720,721266038.9536764336255059866,0.00237114089103653,0.00001710271435012461551268375697,0.00006,4.327717787191026E-7,2232.666263,16.10391583207736214425973,58.74666104,541.7546065327831,0.0000118670394506137,0.00721286297865171,-1.1202482576844812,19.09731407746834,99997191280.140143,941600,46700,1702176591.87385,12277566.52265443381801540678,36463.196763894,263.0040420215838696793293587,100,0.721286297865171,1702831288.873849,12282288.76240796094373429813,0.046475073894902,0.0789957640477223,0.0602801731478727
2016-09-17,1350,23754,698424668.9886538593971134572,0.00183671675413931,0.00001282844336348840952983228799,0.00006,4.190665763105052E-7,1076.477649,7.51859671402019552830458,497.49312693,541.6891106230325,0.0000114992694330801,0.00698444293850842,-4.416399208453293,15.499573260388186,99997190203.662494,586088,2176,201002154.181159,1403888.076395576665433926859,92694.0276567826,647.4161469093194159125402095,4000,27.93777175403368,201702204.181159,1408777.535674679484854926859,0.0465228631573503,0.0793116058068292,0.0604310570283417
2016-09-18,1198,23902,685281607.7109594654274356738,0.00200253848220039,0.00001372341368794497867492720978,0.00006,4.11180523418427E-7,1327.048209,9.09427295296843513245405,38.57738378,473.1424803773031,0.0000112062694330801,0.00685300872364045,-6.263959233046434,12.354761338743984,99997188876.614285,662683,25554,2592119503.41572,17763817.56962648039128815787,101450.121445399,695.2385672797024454951827896,4000,27.4120348945618,2592456403.415721,17766126.34826548171190188151,0.0465032185862895,0.0794333297685467,0.0604608333049114
2016-09-19,1280,23477,680858607.4078345430268087732,0.00223887763738354,0.00001524401985957964507303792785,0.00006,4.085266547410212E-7,1495.126964,10.17998695026698721692728,781.46558912,481.0132101999519,0.0000111826218585622,0.00680877757901702,-4.38263437510336,11.27610258800089,99997187381.487321,667802,17018,127961088.46416,871258.5901213860507943000032,7521.41782019979,51.21166101659539798380821043,100,0.680877757901702,127999488.46416,871520.0471804203043623000032,0.0464711997895752,0.079375230834795,0.0603100122353353
2016-09-20,1283,23968,676230259.737095173026998602,0.00181956120197653,0.0000123047696851147323431279032,0.00006,4.05749573196498E-7,1273.354403,8.6110500924188585413449,1423.37526352,495.42997900583526,0.0000111157247223846,0.0067624928866083,-5.361855948144263,12.20783617844895,99997186108.132918,699814,21191,70253564.65798,475089.231258466016511729234,3322.88540691709,22.47098892729134750984940585,100,0.67624928866083,70415264.65798,476182.726358230578621729234,0.0464713136163858,0.0793100071259902,0.060267876298603
2016-09-21,1296,23630,681287572.2392621155792621781,0.00180168931338252,0.00001227503094177656187692107829,0.00006,4.087840511879784E-7,1248.397732,8.50541803968073567041648,828.60681917,497.9662449793466,0.0000114132104032729,0.00681306751979964,-4.178684091366332,14.870834387765864,99997184859.735186,692904,23049,120681102.962044,822208.5028442981034214048642,5343.63759651369,36.40656374638763534551131707,100,0.681306751979964,123165502.962044,839134.8877904883290374048642,0.0464738583529757,0.0792489851956929,0.0602275391167785
2016-09-22,1252,23616,677811840.031779937364631388,0.00193369539063008,0.00001310718546114324872476944066,0.00006,4.066985583558444E-7,1279.056352,8.66983957357142426906048,974.34376865,500.0139380315761,0.0000113813144360023,0.00677830930593074,4.84615737174574,11.904283469113242,99997183580.678834,661457,23592,102630290.045226,695659.8500839263827846236472,4401.93964247313,29.83770844272105159431009102,100,0.677830930593074,103850560.045226,703931.2175806744868844236472,0.0464641433859404,0.0792641206851731,0.0601164531845488
2016-09-23,1321,23573,735236243.0797157864387912751,0.00207073017943041,0.00001522518779415967348808777851,0.00006,4.411541767845666E-7,1402.064485,10.30877672798420543295335,520.17265494,498.4718194892166,0.0000122058907071888,0.00735256961307611,12.384628938401079,20.484961091897883,99997182178.614349,677087,19183,192238444.733136,1413446.547209866915825006981,10249.8485499211,75.36272498678210938066879492,100,0.735256961307611,196622844.733136,1445683.153421437812509006981,0.0464801623027453,0.0805416365950879,0.0607663613813283
2016-09-24,1236,23712,739611500.105212586789192751,0.00243054999813078,0.00001797713412264534120015056002,0.001056,0.00000781051763926397568,1430.334924,10.57921984276259286949872,1144.3172991,502.1263437583873,0.000012272239333723,0.00739632352203028,10.842913535823511,21.75447709227384,99997180748.279425,588482,11238,87385885.739164,646334.2821860290944357898859,7847.52498123901,58.04283360845832142342513722,100,0.739632352203028,88190485.739164,652285.3640918546577237898859,0.0464480270926253,0.0804929859828071,0.0607615334890818
2016-09-25,1297,24095,800871434.7294785559704673196,0.00206669849424318,0.00001655206477771719033023769779,0.00006,4.805364156549168E-7,1516.235417,12.14343887623696837247176,530.06620111,499.7869219971127,0.0000133346756282876,0.00800894026091528,24.60227133958517,32.89990597477241,99997179232.044008,733651,28791,188650359.185664,1510889.456918193125188094546,6560.18093104317,52.54009717752033041358939264,100,0.800894026091528,188874169.185664,1512681.937837988574004894546,0.0466330266685916,0.0814744862225779,0.0615526346431263
2016-09-26,1948,23814,770877957.8395382527738026427,0.00347448031428104,0.000026784759355487070437996924,0.00113,0.0000087111669469807804,3462.086843,26.68921811886605167850644,230.43460088,491.82279789554883,0.0000127047898889538,0.00770899729821308,19.914977265272405,29.885310586192443,99997175769.957165,996433,42066,433950350.292869,3345322.077966346770308366527,10376.0127012996,79.98865388054321827487371877,100,0.770899729821308,436477350.292869,3364802.714138931223468366527,0.0465614228333405,0.0819692546235392,0.0617384507890338
2016-09-27,1667,23826,831297704.8330036717108810046,0.00325466580294874,0.00002705672717627496848945739437,0.001152,0.00000957682035397588608,3371.286988,28.02622382445525938131452,366.41289314,490.4607336291291,0.0000137374038573933,0.00831321211282629,38.74898190552635,39.279409349006286,99997172398.670177,1035832,39906,272908443.643524,2268745.779389914645060895446,6863.00916562732,57.05365092613088654556603824,100,0.831321211282629,273875243.763524,2276782.993858180555772050246,0.0468902122401548,0.0825784349354476,0.0624223262698559
2016-09-28,1741,23473,922006363.0647132354899721973,0.00225117722906247,0.00002075658459812612211814582815,0.00006,5.532194710437024E-7,1873.35315,17.272923978684227978376,329.09466055,484.91036942381743,0.0000152481072472238,0.00922032451739504,78.98849580353703,47.099208154782225,99997170525.317027,832166,23310,303855341.673769,2801644.856576099140669378706,13132.5604321651,121.0864689288638735948792011,100,0.922032451739504,306119983.673769,2822525.590731821678845058706,0.0474985416451713,0.0835635688492688,0.0633850924871405
2016-09-29,1951,23950,892392690.1860962252900956089,0.00226633715990358,0.00002022519976104391009919531909,0.00006,5.354507736678786E-7,1701.76991,15.1869002485702689168821,376.82367734,479.75174716280134,0.0000147457729398013,0.00892417956113131,59.298653182147575,49.48729866057419,99997168823.547117,750890,23142,265368592.358501,2368196.968091920958660655766,11530.003560993,102.8958221187849522316669908,325,2.90035835736767575,266827342.408501,2381215.115472930235179721266,0.0475581862252364,0.0839847139415862,0.0635735477144119
2016-09-30,1827,24004,864102824.8895100021182321517,0.00364531137460588,0.00003150013115672300305404479138,0.001032,0.00000891779384888700216,2439.478825,21.08020277139059262310975,336.38558753,473.0387534007017,0.0000141924091174752,0.00864127310938663,59.45954825135142,44.90856427807,99997166384.068292,669210,27277,297269473.157946,2568786.704641289375881170662,10993.290653589,94.99602690852999600359811507,380,3.2836837815669194,299863989.157946,2591206.625983962737602250662,0.0476223318244932,0.0843457404061969,0.0628853111574774
2016-10-01,1617,23853,806382808.0370690901102768293,0.00565328576689762,0.00004558841852552452883127524739,0.00006,4.838434185563094E-7,4850.717053,39.11645868954844412206997,323.20713721,466.17324305974864,0.0000131035844535359,0.00806405697593849,37.68385215313019,36.061794825165016,99997161533.351239,858035,27945,309390325.961461,2494941.216357402885252046534,11125.8382881181,89.71939386046231190376345567,340,2.7417793718190866,310911550.961461,2507208.461430624914702296534,0.0479031203406047,0.0857107929345678,0.0633848262517683
2016-10-02,1671,23812,813186396.9545671153501789315,0.00383075746416627,0.00003115208383951365458470292774,0.0001,8.13209505715696E-7,3207.110149,26.08052459044082150198704,1156.01853275,465.8318406289065,0.0000132931981297487,0.00813209505715696,51.08607897047593,36.430216199624475,99997158326.24109,837200,20745,86501345.344333,703437.1629120776034272275077,4185.46277870971,34.03658117465966776664974608,600,4.879257034294176,86827425.344333,706088.8764683153449440275077,0.0478423168604471,0.0856987202702518,0.0630594510283241
2016-10-03,2012,23902,801544541.2728531146824768199,0.00397402951508966,0.00003185452286420199285987905311,0.0003,0.000002404702034288991,3188.908322,25.56124776358164250961034,576.62652853,462.9042872947679,0.0000130848836937463,0.00801567344762997,58.29644766140291,34.1251556049123,99997155137.332768,802437,24954,173417541.838684,1390058.385469598745055863759,7072.41411551992,56.690162036416422063918324,460,3.6872097859097862,176485021.838684,1414646.303456734725431463759,0.0477018399085662,0.0858119103665092,0.0631002180842588
2016-10-04,2050,24126,771211331.0639372025972285408,0.00554065133146951,0.00004273134827658656643840586533,0.00006,4.62739981856103E-7,4084.529377,31.50125083006166150396385,648.01898559,461.01601424432204,0.0000126430055523086,0.00771233303093505,57.35392344079464,28.790484665918136,99997151052.803391,737193,30287,154312069.97958,1190106.074375475760561806279,5134.68385708654,39.60039191441750815098496923,430,3.3163032033020715,155514169.97958,1199377.069911962784166806279,0.0477748581891471,0.0862063624865683,0.0624739601590869
2016-10-05,2768,23550,730769134.0907193310315515109,0.00666965639688033,0.00004874118192996876536313343592,0.001035,0.000007563676491807561,6198.29844,45.296545120613988528024,359.33370847,456.1966488209508,0.0000119381303331385,0.0073078999920846,35.82676803109229,23.37348588636976,99997144854.504951,929328,39023,278284899.242121,2033678.212968759764438915437,7155.15181411273,52.28913388571853089757209696,320,2.338527997467072,279215489.242121,2040478.871622393772352915437,0.0474714211943856,0.086941358875523,0.0622881301564583
2016-10-06,3225,23682,736657148.6968730596339605847,0.00552452355861005,0.00004069796136798119224802507519,0.00006,4.420069271445444E-7,4069.065729,29.97592065374109078931446,556.03198446,453.09004228051737,0.0000120419310344828,0.00736678211907574,43.589240191249615,25.50782722751564,99997140785.439222,736546,32925,179840627.123025,1324846.716173268112288272914,5512.06676151936,40.60619485791254245684131633,400,2.946712847630296,181484798.123025,1336958.965696770990799812914,0.0474235338475518,0.0869300828265222,0.0620202440590115
2016-10-07,4790,24104,736650714.7397425964741805847,0.00527250372112277,0.00003884104829035945195592518454,0.001032,0.00000760245301962824376,3591.87207,26.4603087836141962642401,592.3968616,450.2227511895323,0.0000119220748100526,0.00736671804227543,53.61360312433523,25.472276457856058,99997137193.567152,681246,35777,168800923.292333,1243508.807170380389674393278,4732.47128860254,34.86278162629878495204647759,300,2.210015412682629,169313625.292333,1247285.738244091087186253278,0.0474034098360468,0.0869418894300213,0.0617236122359716
2016-10-08,4061,23799,736944440.5568631215681846901,0.00311648776844523,0.00002296744121817187829261408533,0.00006,4.421793298992474E-7,1543.904924,11.37804741204114141256996,1070.97382535,448.9591278305258,0.0000118999573348919,0.00736965549832079,45.502005252812836,24.410385834987345,99997135649.662228,495399,30635,93370289.061199,688106.8641596667238500440272,3117.23698583969,22.97296269226239800780313416,480,3.5374346391939792,95496555.061199,703776.7120774592767201840272,0.0473671231466936,0.0869381984335784,0.0617216303980773
2016-10-09,3973,23680,753324867.9736228996320652424,0.00827077789613666,0.00006230761513378554960443497931,0.001053,0.00000793273855975784937,6032.870813,45.44842063088583647855977,508.0187835,446.8293491761842,0.0000122078305084746,0.00753346491904829,49.22633134755561,27.27305628038249,99997129616.791415,729420,29881,196837465.196553,1482868.138812620746418548544,6683.21553818657,50.34776980336696245027685947,360,2.7120473708573844,199701163.496553,1504441.709494408972109455544,0.0473892634359516,0.0869387981885761,0.0617634044399838
2016-10-10,4124,23729,790554232.3566076588019489653,0.0142775999913532,0.0001128754232689080146839302318,0.00006,4.74346206661908E-7,10897.963575,86.156794702348262066685,171.2271192,436.49630706000244,0.0000127907448860316,0.0079057701110318,52.43394249538904,34.34048870068663,99997118718.82784,763291,37383,584002809.764996,4616991.958198695600185082873,15712.3731847363,124.2184102972657754240039143,320,2.529846435530176,587375646.764996,4643656.832142677763401682873,0.0471383541315456,0.0872143292403067,0.0620038825066384
2016-10-11,4041,24125,782472451.1327375061135674028,0.00683399663058053,0.00005347568502554012028434461343,0.001043,0.00000816142332175841216,6161.797888,48.21576317074298033913856,494.5769465,434.560045804947,0.0000121697931034483,0.00782495045230912,47.907903708846625,33.42143784512757,99997112557.029952,901639,41638,202187168.779964,1582104.577795879687956990472,4884.80209856295,38.2233343905906941776611791,300,2.347485135692736,203393389.779964,1591543.197355414446992510472,0.0471446631293567,0.0872949854971855,0.0620313065113334
2016-10-12,3549,23670,786696081.0307195035183984344,0.0123825651591078,0.00009741597873669024241309129912,0.001188,0.00000934622037131494536,11361.672192,89.38442095376509189453824,347.61640363,430.464573967083,0.0000123581753360608,0.00786718886474322,48.44271780291358,33.36571542652461,99997101195.35776,917554,38156,287665081.831465,2263115.528559948614924541417,7581.1705061187,59.64250018745675804571434021,280,2.2028128821281016,289267141.831465,2275719.237152599137957741417,0.0471138092756833,0.0872866572669015,0.0618951472483001
2016-10-13,3077,23889,790117567.7701893657657032252,0.00376732251133571,0.00002976714057369888147235955919,0.001073,0.00000847820746417977189,2303.955057,18.20448179067300261236901,975.96635998,435.4480944691939,0.0000124344611338399,0.00790140490603893,49.17809437222778,33.67274994613001,99997098891.402703,611563,26096,102459575.444517,809574.5920879725058724570468,3984.25225185917,31.48119028973670039925289749,400,3.160561962415572,103973046.764517,821533.1418009697212309446468,0.0471144040920682,0.0872140883233146,0.0618659516805155
2016-10-14,3227,23957,810731960.8555347395256106059,0.00604955665310423,0.00004904711413538697781139547312,0.001148,0.00000930747330030072744,3972.840647,32.21002460653481471890266,538.78277898,433.20428209615244,0.0000126762530683811,0.00810755513963478,50.891866035966224,33.247656414172525,99997094918.562056,656716,29168,185598164.639692,1504747.353631316960927171688,6421.9001864952,52.06590986324071095921622306,650,5.269910840762607,187313984.639692,1518658.458891005109146771688,0.0467981455022138,0.0549195885548834,0.0619228999519213
2016-10-15,3032,23684,796439918.1484585951746898459,0.00321156651312684,0.00002557894125174583012272537936,0.001136,0.00000904782047739443392,1775.838915,14.1439011440941140488838,1256.32276239,432.3198201135655,0.0000124977776154296,0.00796463070193172,50.401703475563785,-8.895454874307397,99997093142.723141,552951,18325,79595065.962593,633945.30608794864022636015,4354.8916214239,34.68510351157800289666697611,400,3.185852280772688,79803388.962593,635604.52184966716193192015,0.0468179608968054,0.0412500164262378,0.0619390817087983
2016-10-16,2221,23933,793246702.9793121955145156444,0.0113745932880964,0.00009023121478618984598692378604,0.00012,9.519237743360988E-7,6271.029397,49.74618310470724777580353,1808.65009567,433.13077935346445,0.0000123386797194623,0.00793269811946749,54.174584421973414,9.979880984101795,99997086871.693744,551319,8103,55288243.486834,438584.9451366687740129060267,6986.33425852573,55.42048063457835948662006352,480,3.8076950973443952,56610266.496834,449072.1545819885247398509267,0.0467424111936093,0.040709953561755,0.0619442416198757
2016-10-17,2914,23979,797063262.3816850444011574471,0.00400044741645249,0.00003188702635084213450192893179,0.00012,9.565038016408332E-7,2362.752254,18.83317927738706284781694,259.08019347,426.7748548144393,0.0000124712828755114,0.00797086501367361,59.395370728737205,14.12313170641849,99997084508.94149,590622,30747,385969622.642269,3076511.761460067584542555821,12573.6811605122,100.223115255413689506191223,500,3.985432506836805,386602974.642269,3081560.124758207792783275821,0.0467076607200174,0.0404607743572615,0.0619419773911345
2016-10-18,3135,23684,835136737.6942801280370768901,0.0145091630442183,0.0001211748951194465463165176001,0.00012,0.000001002193398062886,9376.517599,78.30903362115219239775595,337.19206571,423.13899404873837,0.0000131402144944477,0.00835161165052405,67.01290619883198,21.86780999875209,99997075132.423891,646248,34015,296558209.104813,2476738.994218303651352827253,8768.72286064421,73.23296800317275995616709825,400,3.34064466020962,298268108.104813,2491019.406627923073923777253,0.0468104797227558,0.0411106283580323,0.0621837623754635
2016-10-19,3205,23480,869721675.0001680775755944872,0.0050656677974636,0.00004405850103994986390404167628,0.00006,5.218482869564814E-7,3561.387351,30.97506480513051909044619,665.94613911,426.37371534375444,0.0000138133880771479,0.00869747144927469,84.86495022691759,27.73910365464368,99997071571.03654,703044,34075,150157896.711145,1305994.01952832151024668942,4447.22340974453,38.67959863479908585734669495,400,3.478988579709876,151539137.687045,1318007.323480780070409459391,0.0469046600538539,0.0414803156002766,0.0622912946165038
2016-10-20,3584,23818,920500702.1431001540818950733,0.0153175997767417,0.0001410027584501343695911899177,0.00012,0.0000011046333146599128,11197.042896,103.07188840498091061016224,261.957316,426.38246520161846,0.0000146441198129749,0.00920527762216594,97.4432245101267,36.12254794966311,99997060373.993644,730992,38222,381730359.355918,3513933.934680394634498517033,10077.44229386,92.7656540363380567751631284,460,4.2344277061963324,385179999.355918,3545688.828576923147760117033,0.0470678691712525,0.0424274349857042,0.0625632645986294
2016-10-21,3088,24052,896059056.6071691806828344893,0.0328262019441514,0.0002941508424859213270423902596,0.001248,0.00001118314729334185344,13629.24209,122.1296648950996519736052,209.9580299,417.8651573450833,0.0000142031496201052,0.00896085520299828,88.06528928379616,31.52453248051478,99997046744.751554,415194,33898,476271599.570907,4267800.84105527537122785904,14073.7261658773,126.112622339074637955586591,400,3.584342081199312,477071169.570908,4274965.672049945666822662038,0.047113292826273,0.0429020835975138,0.0626949646334039
2016-10-22,2335,23803,875178177.795363452975884825,0.00737682595895721,0.00006456227918235292913207733538,0.001109,0.00000970601285859138414,2302.764745,20.1538901941216499173527,1231.08333648,418.1780743139865,0.0000133719251899474,0.00875204044958646,90.21614126394368,29.118339907103184,99997044441.986809,312162,8684,81226868.62767,710900.8398226132699992133482,9526.47324132543,83.37607914998319722942578168,600,5.251224269751876,82727893.62767,724037.8713384537861207133482,0.0470430465569639,0.0410222651457356,0.0628180551984918
2016-10-23,2446,23684,891626299.7723217916164901374,0.00374057785235866,0.00003335296209430321525690730896,0.00006,5.349915987970494E-7,1298.448087,11.57764696698500491124163,1226.30846752,423.0773825619677,0.0000136764523670368,0.00891652664661749,90.56404083419989,21.270890530026062,99997043143.538722,347125,8231,81543140.076213,727081.5813384157588372587654,10258.8574977783,91.47337624279183966688492247,990,8.8273613801513151,84440656.064213,752917.3598544179622326888854,0.0468197289623352,0.041089026884913,0.0628226813501003
2016-10-24,2963,23795,878426117.5090851790298894026,0.00328935763011778,0.00002889543145534670733954346134,0.001003,0.00000881087464748398387,1860.786322,16.34611667885819431641538,259.30997055,423.9865205414812,0.0000135140829924021,0.00878452108423129,94.6998994474163,18.76875123250358,99997041282.7524,565699,25371,385627444.527406,3387552.417109230194472847734,15314.9850036422,134.5348086691809255736372044,600,5.270712650538774,388556484.527406,3413282.630745787012134447734,0.0468111311759888,0.038763511750578,0.0628565938775999
2016-10-25,2898,23806,875304562.1543503758187396058,0.0047536849916444,0.00004161045399148053112662070876,0.001032,0.00000903341062663753992,3012.443455,26.36883596757917227645855,547.41039376,426.2779869576101,0.0000133476744593805,0.00875330487077281,91.52923618925006,9.29417108390895,99997038270.308945,633707,31654,182672889.31719,1598991.491818301637308517604,5914.88877605326,51.77482473350642533239791986,470,4.1140532892632207,187229889.31719,1638880.302114413332478517604,0.046776136117231,0.0379693664893862,0.0628057606115037
2016-10-26,2799,24123,866811137.7266434735219797833,0.00549017131166544,0.000047590828074073116365954546,0.000147,0.00000127425016993988133,4523.138027,39.20822720793394250061453,460.09344998,427.98018871395715,0.0000128399374634717,0.00866836850299239,87.59561921535092,12.444824763418836,99997033747.170918,823861,33466,217340702.745619,1883989.302098355398090462839,6561.49468103804,56.87745382566224430633142052,500,4.334184251496195,219586980.995619,1903460.869729612263662980339,0.0467804501919218,0.035488537097439,0.0628417036093403
2016-10-27,2698,23776,828873631.5226721112754936795,0.00704631420524148,0.00005840677684138757703245927739,0.000139,0.00000115216860112678548,6689.693197,55.45075145866808172686604,426.1153936,427.5319015452272,0.0000120738544710695,0.00828898274191932,76.66468799302962,-0.29145618538455986,99997027057.477721,949389,37778,234671238.259908,1945185.843961214247004926623,6261.1369913682,51.89845646624366423514081362,400,3.315593096767728,236533233.259908,1960619.888381754311248326623,0.04690281744329,0.030595811589764,0.0629300096882084
2016-10-28,2363,24220,791552544.6873181610378657929,0.00866807440684163,0.00006861440890794226211476139154,0.00013,0.0000010290489835888028,8013.27073,63.4311392302184910229388,406.01744778,423.1936169358207,0.0000114656265341905,0.00791576141222156,73.52088308092075,-14.148776463477999,99997019044.206991,924458,33997,246287492.303114,1949553.027885804265431645938,7864.18484875471,62.25101096434997846634061355,430,3.4037774072552708,267358692.303114,2116347.619755007200503645938,0.0470067724479118,0.0311464945894742,0.0628917110299079
2016-10-29,2287,23949,768601942.06378766979197812,0.00882992947289535,0.00006786903797125456508979765109,0.000132,0.000001014584888781453,7976.684558,61.3107849630542695598695,589.55348208,420.5586470273186,0.0000107433053769725,0.00768624915743525,64.49857474204012,-13.871643832535451,99997011067.522433,903369,5811,169614825.638194,1303701.810650095472361481938,29780.1145479597,228.8973803525804750519723594,500,3.843124578717625,173052245.638194,1330122.677228846549416481938,0.0470283901406347,0.0310608104625317,0.0630452793832987
2016-10-30,2111,23917,806949991.1300429147616342546,0.00582523116274388,0.00004700810951358010676703343162,0.00012,9.683689769613408E-7,4513.820172,36.42536185122586139338848,1396.40157964,420.0812353589301,0.0000115391905318527,0.00806974147467784,74.24603525239102,-6.613974902470793,99997006553.702261,774874,1374,71610493.723124,577878.1712196508727100583722,52316.9532191587,422.1842872214252963479983332,51,0.41155681520856984,71883493.723124,580081.2106422379230300583722,0.0471009378827518,0.0299271820878001,0.0632923181277916
2016-10-31,2484,23732,805784000.9131851809292334192,0.00613257841330889,0.00004941681767442070325785697916,0.000126,0.00000101531828985084792,5485.223436,44.20037840070882504171312,64.12481359,394.9614384844116,0.0000115297007597896,0.00805808166548292,63.0779924438182,-0.0740980684213719,99997001068.478825,894440,1567,1559411957.36522,12565868.90257951221314211204,995478.840692544,8021.649794560781350353003348,70,0.5640657165838044,1559915343.365217,12569925.22807674882406423559,0.0471004694985276,0.029884569124746,0.063298243026786
2016-11-01,2194,23750,799405441.5149632938452760105,0.00628006333132129,0.00005020467636819343108389899497,0.00012,9.593153518271412E-7,5503.790983,43.99892652699743592689833,244.38678712,389.27173669006373,0.0000109424172998247,0.00799429459855951,59.246146101563056,-1.694525920183063,99996995564.687842,876391,1252,409175130.719074,3271066.537372374711150881094,327663.475015235,2619.438348459532119106304135,800,6.395435678847608,410234670.719074,3279536.812271332454376281094,0.047035948221127,0.0297995189038577,0.0633203576619776
2016-11-02,2225,23339,815550100.7686862354474218,0.00398531189239246,0.00003250319277861971229754263578,0.00012,9.786895577432184E-7,3343.871958,27.27177139770808143691356,349.2727861,386.2172747313342,0.0000110158147282291,0.00815574631452682,54.74037567717581,1.747487192585985,99996992220.815884,839049,1219,286300554.182498,2334994.689620894204766795596,236810.331568907,1931.364988934987521135929586,777,6.33701488638733914,288671794.182498,2354333.921511752781423595596,0.0470566859977657,0.029073995240875,0.0633493341977397
2016-11-03,2325,23496,817184559.1737375029846634284,0.00753160588587735,0.00006154897617934394752872638736,0.00012,9.806510395572696E-7,7416.598264,60.60912331308534203283312,1041.54137864,385.35801430663224,0.0000118446551724138,0.00817209199631058,79.84535554899938,5.96134740980952,99996984804.21762,984730,6683,96008652.996974,784591.5447331310050679041849,15111.7765968837,123.4948285774268188883253395,500,4.08604599815529,100992002.996974,825315.9393829453339109041849,0.0470397286120167,0.0270237367981367,0.0633149589950581
2016-11-04,2963,23553,821765548.4182950523245563311,0.00499428460852474,0.00004104254988931112532909433914,0.00012,9.86148442223472E-7,5051.499133,41.5127333408430783354148,584.97254385,385.20756922150616,0.0000116494623027469,0.0082179036851956,87.1262956737582,12.45232822146789,99996979752.718487,1011456,11529,170943031.093176,1404793.365179117085635385226,14975.6645063038,123.0685685346069437269360233,610,5.012921247969316,172654436.093176,1418857.526635479261453385226,0.0470402146504845,0.0270140960392185,0.0632855059654117
2016-11-05,2356,23536,826495361.2113699666310531699,0.00381709629172299,0.00003154907784771452328021183689,0.00006,4.959122134192794E-7,3814.649533,31.52885488881417494010867,2168.4027939,387.9640049610139,0.0000116935166569258,0.00826520355698799,84.9764867534742,12.195574993128313,99996975938.068954,999359,8466,46115498.568501,381153.982800649026220249303,5473.46613875514,45.23931179909230235170653077,700,5.785642489891593,46338364.330701,382996.013691115305747845281,0.0469532498937708,0.0270064655591564,0.0632814216352245
2016-11-06,2523,23677,813556150.3452575358182038036,0.00317237326397014,0.00002580981911059024470868349413,0.00006,4.881484673393688E-7,3117.954373,25.36707747356721041699604,1759.03228158,387.62858424654235,0.0000113644967855055,0.00813580778898948,75.78425722351813,10.440059498686791,99996972820.114581,982846,8791,56847718.980109,462502.1148646559002653302533,6635.95938802286,53.98889007649424740529453951,700,5.695065452292636,58336718.980109,474616.3326624612359853302533,0.0469650197033091,0.0272488400753294,0.0633420928440254
