date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2017-05-24,34414,1379,13643225,9893.56417693981,4.25130837,362959207.9471799939189266728,85375883.41419345110484694115,88934.8650921111,1.78704985156368,0.005925599770989330709101909982,1,0.003315855887178745,33142.6265471,109.8961733527680965598613895,13790000,4.59827519575146,45725.65268419489355,13790000,45725.65268419489355,37.85050282,50.25438466031464,0.0000013785406195207479,0.003315855887178745,1388.5915833039178,549.3889310049835,109461695651.67663245,18546,41450,2891948257.14369176,9589283.653866221418532540304,4141759.09889475,13733.47629134629071102519209,2500,8.2896397179468625,171675914649.18724011,569252592.2763032612479950008,0.07925638153540719,0.13608069512230653,0.12635001801355913
2017-05-25,32681,1392,13701128,9842.76436781609,3.58253561,313649342.9357288166524863912,87549539.54545848113315258593,95657.7040069619,1.79964079715359,0.005155998896991907573138048716,1,0.002865015565965673,31859.04103201,91.27664847344772896615419273,13920000,4.64103350299103,39881.01667824216816,13920000,39881.01667824216816,29.06617393,49.60018220885251,0.0000012604291934541208,0.002865015565965673,1190.1103677424157,431.1855610077874,109475615651.6766325,17703,45245,3766426771.80754565,10790871.32929845811170975028,2786594.83171568,7983.637568904918245486575853,2437.06042045,6.98221603978809775164721285,126079483160.97612918,361219681.8051035634366599883,0.08012620121117656,0.14148105390368432,0.12712753968831864
2017-05-26,27149,1386,10896239,7861.6443001443,3.12757952,274733703.8647593156114338914,87842276.20948270436536737743,95921.2841133367,1.79358740479499,0.004500513935167094458246039006,1,0.002509224765481396,24934.45210146,62.56614472669307016073443816,13860000,4.62044408367987,34777.85524957214856,13860000,34777.85524957214856,44.70068284,49.27221332406318,0.0000011179994739918176,0.002509224765481396,1014.9515207253359,345.5411434043312,109489475651.67663248,13902,29151,2449391568.42652503,6146073.983857155991642623393,2250321.54718431,5646.562556491282462965488097,1686.81566745,4.2325996475675707142977602,65599123421.96974129,164602945.0842771755443535924,0.08086816110410074,0.14459240189876502,0.12842240870810623
2017-05-27,30325,1395,9766931,7001.38422939068,2.71361952,241870070.3546203776597979358,89131902.50513997377610278211,92351.0985552573,1.71571946715534,0.003789663983204346433065804361,1,0.0022087899891277698,26109.81885117,57.67110649640382326978022067,13950000,4.64985453167148,30812.62034833238871,13950000,30812.62034833238871,27.50914095,48.514201801822075,0.0000010961517241379313,0.0022087899891277698,886.5601452767909,239.0491497536741,109503425651.67663247,15218,34816,3980619600.57304081,8792352.7242715141746577484,6105908.8183389,13486.67027247393267780949759,1087.470179075,2.401993245015843127461376935,212583321419.28724658,469551912.2064526702223565353,0.0815217462216236,0.14789183299226819,0.12981361608835254
2017-05-28,29468,1392,9480590,6810.76867816092,2.91874653,263845948.0117904080823620038,90397006.19532919968097338175,90056.3585795926,1.70809924439419,0.004115102148921634491558733619,1,0.0024091704053069434,25418.22485583,61.23683507810298407036297002,13920000,4.63926510432388,33535.652041872652128,13920000,33535.652041872652128,42.39811327,48.18173490343012,0.0000011053250146113383,0.0024091704053069434,1003.9634203908362,238.8601291410705,109517345651.6766325,14881,33148,2583071207.80406028,6223058.708642003724377498196,5558512.78280708,13391.40449385915877296566668,905.26999995,2.18094969269175813145265283,184253581724.48897881,443898276.1624431323344166285,0.08170386088952734,0.14807424963871305,0.1294643016519116
2017-05-29,23051,1399,7668621,5481.50178699071,3.21401778,292706228.2617923049946134666,91071751.31290538740283216434,93040.9884191003,1.76014315520712,0.004703721187148694976644210827,1,0.0026723514921121274,19970.58423898,53.36842058938913724535780605,13989999.9999999,4.66199920745858,37386.19737464839509085078879,13989999.9999999,37386.19737464839509085078879,67.97435719,48.03352898624759,0.0000011816381355932206,0.0026723514921121274,1100.652321011413,251.67763511135183,109531335651.67663248,11346,24642,1611362581.19336279,4306127.198185732089040283347,1145824.97854185,3062.047091105659207639153432,851.05533316,2.274318989440109696483364584,28235419121.22827603,75454964.41902567645533194816,0.08198077231213155,0.14840595405758267,0.1296043601904991
2017-05-30,24171,1381,7589427,5495.60246198407,2.86471177,260933680.6793584700661817146,91085491.82593661984096993243,105013.748998661,1.66782672245934,0.003972719766245941872298498657,1,0.002381973926156944,20405.85994929,48.60622634001903949642136976,13810000,4.60143621153956,32895.05992022739664,13810000,32895.05992022739664,70.07609195,47.88211415991097,0.0000011079345996493279,0.002381973926156944,927.8743259140153,210.97486448585028,109545145651.67663247,12235,27503,1563231376.11052702,3723576.378445714440850771073,1032616.86757749,2459.666454279438986190821591,500,1.190986963078472,28400061708.98375312,67648206.49204751917431589527,0.08254223054468554,0.14843930855774456,0.13100092707242944
2017-05-31,25472,1392,9293725,6676.52658045977,2.99019485,274454270.6336858628247224003,91784744.69371619716784727618,93589.6896071152,1.90779229248314,0.004779173124921723573238111774,1,0.0025050804239811967,22626.41658885,56.6809932615715403733548768,13920000,4.63749847607636,34870.719501818258064,13920000,34870.719501818258064,52.79896034,47.67361455570121,0.0000010927796025715959,0.0025050804239811967,1004.9564305280734,266.59345488794315,109559065651.67663248,11860,30799,2075023162.22932379,5198099.903008237942060140316,1496349.53801969,3748.475935126432836280314363,388.0388544,0.97206853790152985460906048,46086069421.46841401,115449310.3259589590816256432,0.08257401822258739,0.1459468909159715,0.1188715460932886
2017-06-01,31084,1386,9770702,7049.56854256854,3.11018362,291977826.8869875751915013437,93878002.78883461759950213363,96793.1604794467,1.91902755180398,0.005113612609862885452248299222,1,0.0026646895220737393,23339.21308504,62.19175656115240018632169007,13860000,4.61692518467731,36932.596775942026698,13860000,36932.596775942026698,38.48252815,47.262699524656526,0.0000011135145528930451,0.0026646895220737393,1048.9530500940227,330.0149970257748,109572925651.6766325,12162,33686,2847342181.28377024,7587282.876225448086491763599,1033244.63239577,2753.276145683940812043561403,224.391544055,0.5979337962853063670945348615,34805878686.88396665,92746860.24350938589230818418,0.08263696037973378,0.14554002320536183,0.11433513988354828
2017-06-02,28050,1371,10272530,7492.72793581327,3.33422236,317625466.2787530818499806628,95262232.54890059756308524327,106508.365919938,1.74080838773189,0.005045552065425109257162823207,1,0.0028983959986538152,22465.13224368,65.11284940431091772356808794,13710000,4.56638710572865,39737.009141543806392,13710000,39737.009141543806392,37.41995339,46.78810765642923,0.0000011795578609000584,0.0028983959986538152,1161.2763884420096,320.3578815815207,109586635651.67663254,12905,37154,2928561522.18089061,8488130.99770061961343678221,3647147.61914196,10570.87806582084560791490441,354.73899488,1.028174083326668237125266176,135506122641.60040703,392750403.6575077707270655644,0.08280206453806171,0.14550080657718845,0.11452750521597582
2017-06-03,31376,1379,9221118,6686.81508339376,3.67945792,358557727.9741843736428064488,97448519.8672474416313600657,101216.272729007,1.67402811440583,0.005476581990419306142010553005,1,0.0032714994110855378,22637.88219111,74.05981825644014907549672896,13789999.9999999,4.59245479209776,45113.97687886923911205889145,13789999.9999999,45113.97687886923911205889145,42.87973455,46.38083102722585,0.0000012853001753360604,0.0032714994110855378,1280.6002299874272,334.45249496184795,109600425651.67663249,13523,33745,2555995898.96461462,8361939.078199786505178444232,4131236.03302868,13515.33624910868000765348062,500,1.6357497055427689,139408559934.5527236,456075021.7261721353238155836,0.0831546441908729,0.14601792499020452,0.115099176365452
