date,BlkCnt,CapMrktCurUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-07-13,1424,56809949.33021403458871,2734243077.2598314,0.007676443629697525,0.02826144321440027988922497251,0.008,0.029452641955257988,16.75,61.666469093821412375,85440,202.09904,314554.21608215531184,85440,314554.21608215531184,0.00032445871887784925,3.6815802444072485,,-3.045771403495826,15430860,2182,4338,,0.09289717667771027,0.0886569601366677
2019-07-14,1432,49521283.133153848085166,2831412945.7185755,0.007723673125526537,0.02464984382566041155464025223,0.008,0.0255317317810287176,18.336,58.5187292421178207392,85920,202.108895,274210.799328248427024,85920,274210.799328248427024,0.00031036107659563044,3.1914664726285897,,-26.215441231736914,15516780,2374,4769,,0.09559304727865031,0.09015756131058326
2019-07-15,1450,59853529.055290180228824,2899908556.3248277,0.007760488415779587,0.02976795487228776432919954055,0.008,0.0306866818451888864,24.787,95.0788478620871158996,87000,203.508305,333717.6650664291396,87000,333717.6650664291396,0.0003510618461392979,3.8358352306486108,,-15.813147409349382,15603780,3194,6465,,0.10065030801818196,0.09282168848266312
2019-07-16,1442,48152770.13732725485501,2843759319.151179,0.007592720510095643,0.02330169120027059010432406607,0.008,0.0245516122125528536,28.579,87.7075656778185003793,86520,201.269395,265525.686078759111684,86520,265525.686078759111684,0.0003240318743424898,3.0689515265691067,,-38.42119034984056,15690300,3764,7621,,0.09678097010249263,0.09753778959830457
2019-07-17,1436,52501969.848686216469156,2866077331.2103066,0.007794995187680462,0.02594071181458031593003042978,0.008,0.0266229406843797488,16.198,53.9047991506978963828,86160,199.33745,286729.071170769894576,86160,286729.071170769894576,0.00034396982071009696,3.3278675855474686,,-47.25218017624275,15776460,2078,4212,,0.09621323570686238,0.09759038095142399
2019-07-18,1433,55730845.735622690055984,3204270817.0321007,0.007639076376554174,0.02683901008321419775021563268,0.008,0.0281070734316398688,21.504,75.5518133842479673344,85980,197.842775,302080.771706549489928,85980,302080.771706549489928,0.00032897192312634257,3.5133841789549836,,-36.120442484522876,15862440,2815,5689,,0.09495869087570308,0.09567640350392932
2019-07-19,1423,54580330.049982416249472,2860661431.702038,0.007769154228855722,0.02658940231455847443232193145,0.008,0.0273794562767738368,23.424,80.1670479783937941504,85380,195.410415,292207.247113868773248,85380,292207.247113868773248,0.0003249493123730732,3.4224320345967296,,-43.201462970398836,15947820,3015,6431,,0.09285261632883521,0.09556631894111382
2019-07-20,1438,54605202.07037288643618,2755002046.0556326,0.007854354354354354,0.02674853011094059951964892572,0.008,0.0272445361175858384,20.924,71.2580842155457603352,86280,196.407595,293832.322028163267144,86280,293832.322028163267144,0.00031351166335476325,3.4055670146982298,,-36.11028223947885,16034100,2664,5629,,0.0898483192184925,0.0954171178358198
2019-07-21,1432,49812260.392899317645346,2642252616.5307264,0.007865370770338373,0.0243046780896546116286813649,0.008,0.0247206940899077384,21.85,67.518395733060510505,85920,194.54573,265500.254525609110416,85920,265500.254525609110416,0.000291800982768792,3.0900867612384673,,-33.50169831612692,16120020,2778,5895,,0.08459226602950463,0.09617586181274099
2019-07-22,1427,49433259.623171558410452,2612243514.8605466,0.007759742581337148,0.02367011544327892515699139956,0.008,0.0244029903777556744,21.704,66.2053128948511446472,85620,192.842275,261173.004517930105266,85620,261173.004517930105266,0.0002956200791306862,3.0503737972194593,,-44.32705960492244,16205640,2797,5832,,0.0780121378400477,0.09619999266948447
2019-07-23,1443,47325569.797663831796934,2672861565.23562,0.007793851717902351,0.0226395465730409897037865317,0.008,0.0232383652062954376,21.55,62.598346274458335035,86580,193.967935,251497.207445132373426,86580,251497.207445132373426,0.00029440549353054876,2.9047956507869297,,-54.404398169644566,16292220,2765,5804,,0.07763473821851775,0.09619550671516913
2019-07-24,1427,50175253.76073542623008,2705830775.018921,0.007946001367054,0.02434341982673448094819726225,0.008,0.024508850378675296,23.25,71.228846413025079,85620,190.8147,262305.97117777235544,85620,262305.97117777235544,0.00031284312928333934,3.063606297334412,,-48.31780461346474,16377840,2926,6271,,0.0788238451311789,0.09633222647273447
2019-07-25,1450,51412310.88227854363968,2763513923.0931034,0.0077850877192982455,0.02430933735586681894216517953,0.008,0.024980412020902016,23.075,72.0528759227892524,87000,192.865635,271661.980727309424,87000,271661.980727309424,0.00031549889580944143,3.122551502612752,,-44.789347214530835,16464840,2964,6183,,0.07865089760011845,0.09627766412294926
2019-07-26,1443,51839570.39881778204442,3003898680.205821,0.007782905982905983,0.02437630744723019602608844065,0.008,0.025056252768073208,22.765,71.300699283148322515,86580,190.930405,271171.29558247229358,86580,271171.29558247229358,0.0003184027792527682,3.132031596009151,,-40.77216877678321,16551420,2925,6143,,0.0778009835320873,0.09625763917385471
2019-07-27,1435,49539656.56494044276952,3148857908.3867598,0.007404279279279279,0.02204688274492834412900734669,0.008,0.023820692778702808,46.025,137.043423142474592275,86100,188.889325,256370.2060307889711,86100,256370.2060307889711,0.0003151995306838107,2.977586597337851,,-38.950976872281984,16637520,6216,12607,0.07625784212841909,0.07712038135231783,0.09651545811427711
2019-07-28,1424,51626718.291564574825992,3239021244.383427,0.007883112470268435,0.02433655445945384152958697216,0.008,0.0246974068186802216,23.2,71.62247977417264264,85440,186.48361,263768.304823504766688,85440,263768.304823504766688,0.00032395008113378474,3.0871758523350277,,-39.60642091712847,16722960,2943,6204,0.07525753672857148,0.07775942028613123,0.09660126378508999
2019-07-29,1444,51539318.2232931520992,3318442665.7652354,0.007873121286263544,0.02413949786927231432586656875,0.008,0.024528516192315416,22.525,69.063103403988093175,86640,188.1283,265643.83036277595528,86640,265643.83036277595528,0.00032260240502630043,3.066064524039427,,-38.31646942952193,16809600,2861,6039,0.07439191326433128,0.07743221345270143,0.09659403618568617
2019-07-30,1423,50723723.247071366664126,3196396679.423753,0.007736897274633124,0.02322845224732502150249421633,0.008,0.0240183643885089496,22.143,66.4798303318442088741,85380,184.455305,256335.993936361764606,85380,256335.993936361764606,0.0003130943118969623,3.0022955485636187,,-36.2280936763409,16894980,2862,5867,0.07412228358540787,0.07721609834657235,0.09663614285131196
2019-07-31,1454,52311571.94016454690806,3110289851.3810177,0.007736767317939609,0.02383212914075496430499181389,0.008,0.024642983986858984,21.779,67.087443531225226567,87240,187.50561,268731.74037669722052,87240,268731.74037669722052,0.00030623041729982463,3.080372998357373,,-31.51221579046239,16982220,2815,5727,0.0741411651304164,0.07732000020787462,0.09662704321871068
2019-08-01,1421,55343929.634951138035008,3209335527.4257565,0.007819571865443426,0.0253561647704608165335824495,0.008,0.0259412307546051968,23.013,74.6231929194661742448,85260,182.334655,276468.666767204884896,85260,276468.666767204884896,0.00031178443480975624,3.2426538443256496,,-29.296451163765486,17067480,2943,6114,0.07412980067068643,0.07788044919531548,0.09672473371924878
2019-08-02,1468,61232676.094368255343068,3389945275.1730247,0.007750511945392492,0.02766360220929835259069884004,0.008,0.0285540902631535224,22.709,81.0543544732441675227,88080,187.3983,314380.533797320281624,88080,314380.533797320281624,0.00033897102127198366,3.5692612828941903,,-24.359162453407084,17155560,2930,6040,0.07431763841716273,0.07899908901389076,0.0967096676894088
2019-08-03,1444,59054559.842133981018,4407952295.906509,0.0076545213646902945,0.02621674670250873223321834939,0.008,0.02740001152620152,23.109,79.14835829487386571,86640,183.40812,296742.1248287624616,86640,296742.1248287624616,0.0003168240375598633,3.42500144077519,,-20.669626564158715,17242200,3019,6148,0.07432229760962103,0.07925227502400574,0.09663032632678042
2019-08-04,1416,55686535.20135749728476,4301999041.322741,0.007797820823244552,0.02506086535632418952389369448,0.008,0.025710634726686888,19.323,62.100824352971342103,84960,178.96972,273046.94079741475056,84960,273046.94079741475056,0.0002925250743046946,3.213829340835861,,-24.506045590151825,17327160,2478,5074,0.07357726538506974,0.0797160281102705,0.09705370856393165
2019-08-05,1445,57048405.870199908091536,4096400263.697578,0.007674844379348224,0.02514305485077288965848962722,0.008,0.0262082758768934208,20.96,68.665682797460762496,86700,181.725835,284032.18981583244792,86700,284032.18981583244792,0.0002778649561659848,3.2760344846116776,,-24.67758464148947,17413860,2731,5438,0.07305427964003997,0.07987831124300293,0.09695560510575453
2019-08-06,1417,55001632.28008970166912,3912997281.8002825,0.007671028037383177,0.0241112038783286529669883529,0.008,0.025145212621648792,20.52,64.49747037452915148,85020,177.3389,267230.74713657253698,85020,267230.74713657253698,0.0002751479321282849,3.143151577706099,,-27.834829826501906,17498880,2675,5476,0.07290869755028698,0.07992155708670516,0.08995737951513423
2019-08-07,1440,55961771.91979566246912,3979686582.59375,0.007615185185185186,0.02423386243837688531299145783,0.008,0.025458461585960832,20.561,65.431428583617583344,86400,179.3318,274951.3851283769856,86400,274951.3851283769856,0.00026591751961350035,3.182307698245104,,-28.126169630936687,17585280,2700,5410,0.07111591607050802,0.08004254998324713,0.0893785892965129
2019-08-08,1443,54602909.160856867752012,4026019098.109494,0.007729562185199535,0.02388297450588927926392069018,0.008,0.0247185793282005936,19.95,61.64195719970023029,86580,178.824815,267516.824779450924236,86580,267516.824779450924236,0.0002588173642702174,3.0898224160250742,,-29.781501710571785,17671860,2581,5268,0.07033781841223641,0.07920432077250561,0.08927552602558445
2019-08-09,1428,51996591.0475416958023,3932970042.686975,0.007688862465319065,0.02251407780751098787891433283,0.008,0.02342513255666796,19.399,56.803018308350219505,85680,176.112135,250883.1696819138516,85680,250883.1696819138516,0.0002469267450873647,2.928141569583495,,-36.75670845086338,17757540,2523,5050,0.06980442598203064,0.07593066050737067,0.08933541614143187
2019-08-10,1435,50822313.87522823441728,3931703697.29338,0.007607563025210084,0.02166788591861345188409400758,0.008,0.022785626195206016,18.106,51.569568486300015712,86100,176.121625,245230.3019259047472,86100,245230.3019259047472,0.00025197020212091946,2.848203274400752,,-29.33313607175798,17843640,2380,4766,0.06975349306989852,0.07598990159982154,0.08498455948145044
2019-08-11,1424,51624505.20956632490808,3833041521.269663,0.007646967941290073,0.02201847146214507650057515859,0.008,0.023034982368115408,19.798,57.005822615493605948,85440,173.93856,246013.61169147255744,85440,246013.61169147255744,0.00024972454806854166,2.879372796014426,,-28.015084048103912,17929080,2589,5211,0.06976071583838178,0.07483737328289436,0.08480145033118243
2019-08-12,1446,52012084.756412796936768,3885138938.2793913,0.0076766355140186916,0.02216259785828630279200395911,0.008,0.0230961574953653216,20.535,59.284949270915859882,86760,175.77524,250477.828037236912752,86760,250477.828037236912752,0.00025358776592635885,2.8870196869206652,,-21.582051856498683,18015840,2675,5448,0.06970621899080404,0.0702423296274571,0.08290728315360518
2019-08-13,1431,50776185.4042240042092,3883512816.732355,0.007793167992512869,0.02186023096582628275981204377,0.008,0.022440405223475808,16.654,46.715313573970763304,85860,173.1268,240841.64906095410936,85860,240841.64906095410936,0.000258124277030976,2.805050652934476,,-12.107782519671902,18101700,2137,4365,0.06973241527402249,0.06039412918856472,0.08258489177212763
2019-08-14,1435,49093225.710915108588,3818849318.4968643,0.007733493397358944,0.02087454980208790188491267257,0.008,0.02159391491479568,19.326,52.16549995541766396,86100,172.78881,232404.509270488506,86100,232404.509270488506,0.00026926747332913994,2.69923936434946,,-29.63098772381214,18187800,2499,5100,0.06978121450238439,0.04498594952685893,0.08164559151827426
2019-08-15,1437,57455756.0951846722233,4028218241.080724,0.0076723760932944605,0.02412288973563848360972321382,0.008,0.02515297940800532,21.053,66.193209434592000245,86220,172.213205,271086.2355697773363,86220,271086.2355697773363,0.0003049559883153774,3.144122426000665,,2.4494000241051177,18274020,2744,5579,0.07070716738648633,0.05135216878787731,0.07795437253321313
2019-08-16,1434,55829031.62268009716892,3705365326.8947,0.007774418604651162,0.02364035096437714253984284343,0.008,0.024326295937019856,20.058,60.992105488093033956,86040,171.04849,261629.31280264855128,86040,261629.31280264855128,0.00029313531582444454,3.040786992127482,,-8.626562987864759,18360060,2580,5257,0.07074473245434659,0.05049851801076981,0.07622702282643504
2019-08-17,1426,50073535.58462083210728,3890355176.9186535,0.007644408029496108,0.02075194748066666121677489253,0.008,0.021717257792200352,18.66,50.65550380030732104,85560,169.30525,232266.07208758276464,85560,232266.07208758276464,0.00026595628994054415,2.714657224025044,,-22.73383479422144,18445620,2441,4876,0.07122717828269944,0.054266079764922266,0.07619532616433426
2019-08-18,1425,52678899.5445003444456,3251436837.3936844,0.007731757032205463,0.02197926795585133007777196498,0.008,0.02274180925686104,18.966,53.91514429570331058,85500,168.40589,243053.086432702365,85500,243053.086432702365,0.0002751564093712309,2.84272615710763,,-16.93841898477342,18531120,2453,4979,0.0713151157551222,0.05518827787408769,0.07519016117066357
2019-08-19,1434,51708529.6774795395762,3377138621.4058576,0.007609190887666929,0.02113426928900714607713790041,0.008,0.02221972832697556,19.373,53.807849609812190485,86040,168.68621,238973.1781566221478,86040,238973.1781566221478,0.0002551732211787433,2.777466040871945,,-18.44335968475844,18617160,2546,5082,0.07125681265495648,0.05247552074680607,0.07332297004160385
2019-08-20,1442,54640462.346914472187072,3494385815.7371707,0.007640183028286189,0.02231983936212587564852727598,0.008,0.0233709996522243632,18.367,53.6568938265506098618,86520,168.842795,252757.361238806488008,86520,252757.361238806488008,0.0002712160929281122,2.9213749565280454,,-5.459775655062979,18703680,2404,4856,0.07136535583792282,0.05339055627064133,0.07010080076929086
2019-08-21,1419,51192282.3625383462387,3529185689.871741,0.007640993788819875,0.02081875879207255910821892976,0.008,0.02179691214777228,18.453,50.277302482855235355,85140,165.39683,231973.6375326664899,85140,231973.6375326664899,0.00026984845323404653,2.724614018471535,,-10.679339661416837,18788820,2415,4821,0.07141856974042272,0.05418521303291019,0.0671617786545009
